
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
  33 24 2018    0.13    0.00    0.04    0.47    0.03    0.00    0.06    0.00   -0.04   -0.01    0.00    0.00    23.0   -0.05
  34 24 2018    3.04    0.00    0.06    1.10    0.01    0.00    1.92    0.00   -0.16   -0.01    0.00    0.00    24.1    0.17
  35 24 2018    4.25    0.00    0.15    1.45    0.01    0.01    2.72    0.00   -0.30   -0.01    0.00    0.00    25.6    0.29
  36 24 2018    9.58    0.00    1.28    2.32    0.00   -0.01    6.17    0.00   -0.01   -0.01    0.00    0.00    27.9   -0.02
  37 24 2018    0.00    0.00    0.00    1.35    0.02   -0.01   -0.02    0.00   -0.03   -0.01    0.00    0.00    29.2    0.00
  38 24 2018    0.00    0.00    0.00    0.00    0.01    0.01    0.00    0.00   -0.03   -0.01    0.00    0.00    29.3    0.02
  39 24 2018    0.29    0.00    0.10    0.07    0.03    0.00    0.16    0.00   -0.02   -0.01    0.00    0.00    29.3   -0.01
  40 24 2018    7.25    0.00    0.77    1.95    0.03    0.00    4.62    0.00   -0.08   -0.01    0.00    0.00    31.3    0.10
  41 24 2018   12.50    0.00    2.77    0.98    0.00    0.00    9.55    0.00   -0.02   -0.01    0.00    0.00    32.3    0.00
  42 24 2018    1.04    0.00    0.09    3.04    0.00    0.00    0.72    0.00   -0.03   -0.01    0.00    0.00    35.3    0.00
  43 24 2018    1.92    0.00    0.17    0.59    0.01    0.01    1.27    0.00   -0.30   -0.01    0.00    0.00    35.9    0.27
  44 24 2018    0.00    0.00    0.00    0.23    0.03    0.00   -0.01    0.00   -0.03   -0.01    0.00    0.00    36.1   -0.01
  45 24 2018    0.00    0.00    0.00    0.07    0.06    0.00   -0.05    0.00   -0.06   -0.01    0.00    0.00    36.2    0.04
  46 24 2018    0.00    0.00    0.00    0.12    0.02    0.00   -0.05    0.00   -0.03   -0.01    0.00    0.00    36.3   -0.03
  47 24 2018    0.00    0.00    0.00    0.08    0.03    0.00   -0.02    0.00   -0.06   -0.01    0.00    0.00    36.4    0.00
  48 24 2018    0.00    0.00    0.00    0.09    0.02    0.00   -0.05    0.00   -0.04   -0.01    0.00    0.00    36.5    0.00
  49 24 2018    0.00    0.00    0.00    0.06    0.03    0.01   -0.07    0.00    0.01   -0.01    0.00    0.00    36.5    0.00
  50 24 2018    0.00    0.00    0.00    0.10    0.03   -0.01   -0.03    0.00   -0.05   -0.01    0.00    0.00    36.6   -0.01
  51 24 2018    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.05   -0.01    0.00    0.00    36.7    0.00
  52 24 2018    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00   -0.04   -0.01    0.00    0.00    36.8   -0.01
  53 24 2018    0.25    0.00    0.09    0.07    0.00    0.00    0.13    0.00   -0.04   -0.01    0.00    0.00    36.8    0.00
  54 24 2018    5.79    0.00    0.82    1.35    0.00    0.00    3.76    0.00   -0.20   -0.01    0.00    0.00    38.2    0.16
  55 24 2018    1.00    0.00    0.01    1.19    0.00    0.00    0.64    0.00   -0.02   -0.01    0.00    0.00    39.4    0.00
  56 24 2018    0.96    0.00    0.00    0.41    0.00    0.00    0.59    0.00   -0.02   -0.01    0.00    0.00    39.8    0.00
  57 24 2018    0.00    0.00    0.00    0.05    0.01    0.00   -0.03    0.00    0.00   -0.01    0.00    0.00    39.8   -0.01
  58 24 2018    0.04    0.00    0.01    0.02    0.01    0.00    0.01    0.00    0.01   -0.01    0.00    0.00    39.8    0.00
  59 24 2018    0.96    0.00    0.06    0.29    0.00    0.01    0.62    0.00   -0.45   -0.01    0.00    0.00    40.1    0.46
  60 24 2018    0.00    0.00    0.00    0.07    0.01    0.00   -0.02    0.00    0.01   -0.01    0.00    0.00    40.2    0.01
  61 24 2018    0.00    0.00    0.00    0.10    0.03    0.00   -0.10    0.00    0.06   -0.01    0.00    0.00    40.3   -0.05
  62 24 2018    0.00    0.53    0.00    0.28    0.25    0.00   -0.61    0.00    0.35   -0.01    0.00    0.00    40.6   -0.02
  63 24 2018    0.00    1.24    0.00    0.83    0.71    0.00   -1.37    0.00    0.56   -0.01    0.00    0.00    41.4   -0.01
  64 24 2018    0.08    0.00    0.03    0.15    0.00    0.00   -0.04    0.00   -0.05   -0.01    0.00    0.00    41.6    0.00
  65 24 2018    1.92    0.00    0.00    0.88    0.00    0.00    1.11    0.00   -0.70   -0.01    0.00    0.00    42.4    0.67
  66 24 2018    0.00    0.00    0.00    0.03    0.01    0.00   -0.01    0.00   -0.29   -0.01    0.00    0.00    42.5    0.28
  67 24 2018    0.17    0.00    0.06    0.05    0.05    0.01    0.07    0.00   -0.02   -0.01    0.00    0.00    42.5    0.01
  68 24 2018    3.88    0.00    0.18    1.35    0.07    0.01    2.44    0.00   -0.05   -0.01    0.00    0.00    43.9    0.00
  69 24 2018    0.96    0.00    0.00    0.55    0.00   -0.01    0.62    0.00   -0.05   -0.01    0.00    0.00    44.4    0.03
  70 24 2018    0.00    0.00    0.00    0.04    0.03    0.00   -0.01    0.00   -0.17   -0.01    0.00    0.00    44.5    0.14
  71 24 2018    0.00    0.00    0.00    0.08    0.05    0.00   -0.05    0.00   -0.04   -0.01    0.00    0.00    44.5    0.01
  72 24 2018    0.00    2.93    0.00    0.62    0.59    0.00   -2.96    0.00    2.36   -0.01    0.00    0.00    45.2   -0.02
  73 24 2018    0.08   11.29    0.03    1.59    1.57    0.00  -11.23    0.00    7.08   -0.01    0.00    2.63    46.7   -0.01
  74 24 2018    1.92    2.32    0.00    1.78    1.00    0.00   -1.15    0.00    0.26   -0.01    0.00    3.69    48.5    0.01
  75 24 2018    0.00    0.59    0.00    1.65    1.27   -0.01   -0.90    0.00   -0.19   -0.01    0.00    3.16    50.2   -0.02
  76 24 2018    0.21    9.64    0.08    1.55    1.50    0.00   -9.54    0.00   -0.22   -0.01    0.00   11.52    51.7   -0.01
  77 24 2018    4.79    0.13    0.31    1.83    0.29    0.00    2.90    0.00   -0.10   -0.01    0.00   11.34    53.5    0.11
  78 24 2018    0.04    0.02    0.01    0.66    0.23    0.00   -0.09    0.00   -0.13   -0.01    0.00   11.25    54.2   -0.01
  79 24 2018    0.96    0.00    0.00    0.49    0.01    0.00    0.49    0.00   -0.10   -0.01    0.00   11.23    54.7    0.11
  80 24 2018    0.04    0.24    0.02    0.98    0.97    0.01   -0.24    0.00    0.09   -0.01    0.00   10.43    55.7   -0.01
  81 24 2018    1.21    5.94    0.09    2.09    1.73    0.01   -5.18    0.00    0.10   -0.01    0.00   14.46    57.8    0.10
  82 24 2018    5.75    7.72    0.11    3.12    0.97    0.00   -4.15    0.00    0.41   -0.01    0.82   19.98    60.9    0.01
  83 24 2018    0.04    8.97    0.02    2.05    1.86   -0.01   -8.97    0.00   -0.03   -0.01    7.24   19.87    62.9   -0.03
  84 24 2018    1.38    6.63    0.22    2.24    1.88    0.01   -5.79    0.00    0.00   -0.01    4.56   19.83    65.2    0.19
  85 24 2018    9.67    5.40    1.39    2.75    0.39   -0.01    0.79    0.00   -0.09   -0.01    4.90   20.00    67.9    0.00
  86 24 2018    2.21    0.00    0.11    2.14    0.00   -0.01    1.42    0.00   -0.04   -0.01    0.00   20.00    70.1   -0.01
  87 24 2018    6.79    0.00    0.74    1.88    0.05    0.01    4.33    0.00   -0.34   -0.01    0.00   20.00    72.0    0.29
  88 24 2018    1.92    0.00    0.00    1.45    0.02    0.00    1.25    0.00   -0.17   -0.01    0.00   19.99    73.4    0.13
  89 24 2018    0.00    0.78    0.00    1.07    1.03    0.00   -0.82    0.00   -0.10   -0.01    0.24   19.63    74.5   -0.02
  90 24 2018    0.29    2.56    0.11    1.48    1.44    0.00   -2.40    0.00    0.02   -0.01    0.81   19.94    76.0   -0.03
  91 24 2018    6.83    4.76    0.05    4.61    2.01   -0.01   -0.48    0.00    0.18   -0.01    2.72   19.80    80.6    0.01
  92 24 2018    2.88   13.94    0.00    4.65    3.51    0.01  -12.07    0.00    0.58   -0.01    9.95   19.59    85.2    0.02
  93 24 2018    0.00    4.99    0.00    2.25    1.39   -0.01   -5.99    0.00   -0.75   -0.01    3.66   20.43    87.5    0.00
  94 24 2018    0.00    0.00    0.00    3.83    2.60    0.01    0.00    0.00    0.76   -0.01    0.00   15.84    91.3    0.00
  95 24 2018    0.67    0.00    0.24    2.25    1.91    0.01    0.86    0.00   -0.05   -0.01    0.00   13.20    93.5    0.00
  96 24 2018   15.58    0.00    2.95    0.48    0.00    0.00   12.62    0.00    0.16   -0.01    0.00   12.83    94.0   -0.02
  97 24 2018    6.21    2.14    2.15    2.20    0.00    0.01    2.61    0.00    0.38   -0.01    0.00   14.64    96.2    0.01
  98 24 2018   10.67    2.71    1.60    4.08    0.00   -0.02    4.47    0.00   -0.02   -0.01    0.00   17.35   100.3   -0.01
  99 24 2018    2.88    3.48    0.00    3.80    1.16    0.00   -1.59    0.00   -0.27   -0.01    0.02   19.87   104.1   -0.01
 100 24 2018    0.00    5.01    0.00    2.88    2.85    0.00   -5.01    0.00   -0.43   -0.01    2.50   19.95   107.0   -0.02
 101 24 2018    0.04    9.57    0.02    4.30    4.24    0.00   -9.54    0.00    0.37   -0.01    5.47   19.43   111.3   -0.04
 102 24 2018    0.96    5.30    0.00    5.24    4.51    0.01   -4.43    0.00    0.34   -0.01    1.58   17.68   116.5   -0.02
 103 24 2018    0.04    0.16    0.02    1.27    0.19   -0.01    0.00    0.00   -0.51   -0.01    0.00   17.00   117.8   -0.03
 104 24 2018    1.00    3.96    0.02    3.01    1.72    0.01    0.00    0.00    0.44   -0.01    0.00   14.51   120.8    0.02
 105 24 2018    0.96    2.72    0.00    4.08    2.87    0.00    0.00    0.00    0.02   -0.01    0.00   11.41   124.9   -0.02
 106 24 2018    0.13    0.00    0.05    3.69    3.01   -0.01    0.00    0.00   -0.50   -0.01    0.00    8.35   128.6   -0.04
 107 24 2018    2.88    2.11    0.00    3.61    1.65    0.00    0.67    0.00   -0.12   -0.01    0.00    7.12   132.2    0.00
 108 24 2018    0.00    0.88    0.00    2.92    2.45    0.00   -0.67    0.00    0.40   -0.01    0.00    4.49   135.1   -0.01
 109 24 2018    0.25    0.16    0.09    3.03    2.46    0.01    0.00    0.00   -0.12   -0.01    0.00    1.74   138.1    0.00
 110 24 2018    5.96    1.88    0.94    1.31    0.01    0.00    3.02    0.00    1.14   -0.01    0.00    1.36   139.4    0.03
 111 24 2018    4.79    0.00    0.46    2.22    0.00    0.01    3.21    0.00   -0.06   -0.01    0.00    1.25   141.7    0.02
 112 24 2018    0.04    4.71    0.02    2.45    1.96    0.00   -4.59    0.00   -1.75   -0.01    0.00    5.65   144.1   -0.02
 113 24 2018    1.50    2.45    0.26    4.12    3.52    0.00   -1.64    0.00    1.25   -0.01    0.00    3.16   148.2    0.01
 114 24 2018   12.46    0.01    2.94    0.34    0.00   -0.01   10.05    0.00   -0.18   -0.01    0.00    2.72   148.6    0.01
 115 24 2018    0.00    5.18    0.00    4.40    1.44    0.00   -5.06    0.00   -1.56   -0.01    0.00    7.80   153.0    0.09
 116 24 2018    0.00    4.19    0.00    1.96    1.92    0.00   -3.98    0.00    2.67   -0.01    0.00    7.17   154.9   -0.02
 117 24 2018    0.00    0.31    0.00    3.75    3.27    0.01   -1.01    0.00   -0.60    0.00    0.00    5.04   158.7   -0.02
 118 24 2018    0.00    0.00    0.00    3.70    3.05    0.01    0.00    0.00    1.00    0.00    0.00    0.00   162.4    0.34
 119 24 2018    0.00    0.00    0.00    4.51    3.62   -0.01    0.00    0.00   -4.79    0.00    0.00    0.00   166.9    0.30
 120 24 2018    0.08    0.05    0.03    4.41    3.49    0.01    0.00    0.00   -4.37    0.00    0.00    0.00   171.3    0.01
 121 24 2018    2.75    1.22    0.47    1.86    0.92    0.00    0.00    0.00    0.10    0.00    0.00    0.37   173.2    0.00
 122 24 2018   20.21    1.70    2.96    0.16    0.00    0.00   16.39    0.00    1.54    0.00    0.00    0.00   173.3    0.00
 123 24 2018   23.96    4.90    2.90    0.30    0.00    0.00   18.87    0.00    4.86    0.00    0.00    0.00   173.6    0.00
 124 24 2018    0.00    4.62    0.00    3.64    0.73    0.00   -4.60    0.00    3.37    0.00    0.00    0.00   177.3    0.49
 125 24 2018    0.00   10.56    0.00    3.72    3.70    0.00  -10.54    0.00    2.12    0.00    0.00    2.77   181.0    1.92
 126 24 2018    0.00   10.67    0.00    2.84    2.81    0.00  -10.61    0.00    2.63    5.76    0.00    0.00   183.8    2.15
 127 24 2018    0.00    9.60    0.00    3.68    3.60    0.00   -9.51    0.00   -0.14    1.83    0.00    2.74   187.5    1.40
 128 24 2018    0.00    0.00    0.00    5.53    4.30    0.00    0.00    0.00   -5.86    2.34    0.00    0.00   193.0    0.74
 129 24 2018    0.00    0.00    0.00    5.23    4.07    0.00    0.00    0.00   -5.74    0.49    0.00    0.00   198.3    0.01
 130 24 2018    0.04    0.00    0.02    5.66    4.38    0.02    0.00    0.00   -5.94    0.29    0.00    0.00   203.9    0.00
 131 24 2018    1.04    0.05    0.09    2.87    2.05    0.00    0.00    0.00   -2.12    0.23    0.00    0.00   206.8   -0.01
 132 24 2018    2.38    0.05    0.40    1.85    0.68    0.00    0.00    0.00    0.02    0.21    0.00    0.00   208.6   -0.01
 133 24 2018   10.58    1.51    2.46    2.04    0.00   -0.01    0.00    0.00    6.29    0.16    0.00    0.00   210.7    0.03
 134 24 2018    0.96    0.13    1.23    1.87    0.00    0.00    0.00    0.00    0.07    0.25    0.00    0.00   212.5    0.01
 135 24 2018    0.00    0.00    0.00    3.18    1.35    0.00    0.00    0.00   -2.34    0.40    0.00    0.00   215.7   -0.02
 136 24 2018    0.00    0.00    0.00    5.26    3.99    0.00    0.00    0.00   -5.48    0.27    0.00    0.00   221.0   -0.04
 137 24 2018    0.04    0.00    0.02    5.62    4.19   -0.01    0.00    0.00   -5.68    0.13    0.00    0.00   226.6   -0.03
 138 24 2018    1.63    0.56    0.25    2.14    1.33    0.02    0.00    0.00   -0.85    0.07    0.00    0.00   228.7    0.02
 139 24 2018   15.42    3.55    2.99    0.71    0.00    0.00    3.85    0.00    8.08    0.04    0.00    0.00   229.5    0.00
 140 24 2018    1.92    5.00    1.77    1.77    0.00    0.00   -3.85    0.00    5.20    0.03    0.00    0.00   231.2   -0.01
 141 24 2018    0.04    0.03    0.02    4.90    2.16    0.00    0.00    0.00   -3.17    0.12    0.00    0.00   236.1   -0.06
 142 24 2018    0.96    0.13    0.00    4.04    2.78    0.01    0.00    0.00   -3.23    0.15    0.00    0.00   240.2    0.00
 143 24 2018    0.00    0.00    0.00    3.35    2.44    0.00    0.00    0.00   -3.44    0.10    0.00    0.00   243.5   -0.01
 144 24 2018    0.00    0.00    0.00    5.43    4.10   -0.01    0.00    0.00   -5.48    0.06    0.00    0.00   248.9    0.01
 145 24 2018    0.00    0.00    0.00    5.24    4.08    0.02    0.00    0.00   -5.31    0.04    0.00    0.00   254.2    0.02
 146 24 2018    0.00    0.00    0.00    3.09    2.10   -0.03    0.00    0.00   -3.06    0.03    0.00    0.00   257.3   -0.03
 147 24 2018    0.04    0.00    0.02    0.92    0.75    0.02    0.00    0.00   -0.93    0.02    0.00    0.00   258.2   -0.01
 148 24 2018    0.96    0.00    0.00    0.81    0.09   -0.01    0.00    0.00    0.11    0.02    0.00    0.00   259.0    0.04
 149 24 2018    0.00    0.00    0.00    1.04    0.53   -0.01    0.00    0.00   -1.06    0.01    0.00    0.00   260.0    0.00
 150 24 2018    0.00    0.00    0.00    0.72    0.46    0.00    0.00    0.00   -0.73    0.01    0.00    0.00   260.8    0.00
 151 24 2018    0.00    0.00    0.00    0.61    0.38   -0.01    0.00    0.00   -0.62    0.01    0.00    0.00   261.4    0.01
 152 24 2018    0.00    0.00    0.00    0.60    0.30    0.00    0.00    0.00   -0.59    0.01    0.00    0.00   262.0   -0.02
 153 24 2018    0.00    0.00    0.00    0.39    0.20    0.02    0.00    0.00   -0.42    0.01    0.00    0.00   262.4    0.01
 154 24 2018    0.00    0.00    0.00    0.13    0.02   -0.01    0.00    0.00   -0.13    0.01    0.00    0.00   262.5    0.00
 155 24 2018    0.00    0.00    0.00    0.48    0.23    0.00    0.00    0.00   -0.47    0.01    0.00    0.00   263.0   -0.01
 156 24 2018    0.00    0.00    0.00    0.35    0.18    0.00    0.00    0.00   -0.37    0.01    0.00    0.00   263.3    0.01
 157 24 2018    0.00    0.00    0.00    0.22    0.13    0.01    0.00    0.00   -0.26    0.01    0.00    0.00   263.6    0.02
 158 24 2018    0.00    0.00    0.00    0.30    0.10   -0.02    0.00    0.00   -0.29    0.01    0.00    0.00   263.9    0.00
 159 24 2018    0.00    0.00    0.00    0.20    0.08    0.01    0.00    0.00   -0.20    0.01    0.00    0.00   264.1   -0.01
 160 24 2018    0.00    0.00    0.00    0.21    0.07    0.00    0.00    0.00   -0.22    0.01    0.00    0.00   264.3    0.00
 161 24 2018    0.00    0.00    0.00    0.17    0.05    0.01    0.00    0.00   -0.19    0.01    0.00    0.00   264.4    0.01
 162 24 2018    0.00    0.00    0.00    0.21    0.03   -0.01    0.00    0.00   -0.19    0.01    0.00    0.00   264.6   -0.01
 163 24 2018    0.00    0.00    0.00    0.04    0.02    0.02    0.00    0.00   -0.10    0.01    0.00    0.00   264.7    0.02
 164 24 2018    0.00    0.00    0.00    0.13    0.02   -0.01    0.00    0.00   -0.13    0.01    0.00    0.00   264.8    0.00
 165 24 2018    0.04    0.00    0.02    0.15    0.01   -0.01    0.00    0.00   -0.11    0.01    0.00    0.00   265.0   -0.01
 166 24 2018    1.04    0.00    0.03    0.82    0.00    0.04    0.00    0.00    0.16    0.01    0.00    0.00   265.8    0.00
 167 24 2018    3.08    0.00    0.50    1.35    0.00    0.00    0.00    0.00    1.26    0.01    0.00    0.00   267.1   -0.01
 168 24 2018   26.83    0.00    2.99    0.94    0.00   -0.01    0.00    0.00   23.40    0.01    0.00    0.00   268.1    0.01
 169 24 2018    0.13    0.00    0.05    4.05    0.12    0.01    0.00    0.00   -0.98    0.01    0.00    0.00   272.1   -0.02
 170 24 2018    2.88    0.00    0.22    2.10    0.64    0.00    0.00    0.00    0.59    0.01    0.00    0.00   274.2    0.01
 171 24 2018    0.00    0.00    0.00    2.77    1.87    0.00    0.00    0.00   -2.54    0.01    0.00    0.00   277.0   -0.01
 172 24 2018    0.00    0.00    0.00    5.23    3.72    0.01    0.00    0.00   -5.27    0.01    0.00    0.00   282.2    0.02
 173 24 2018    0.00    0.00    0.00    7.35    5.08   -0.02    0.00    0.00   -7.35    0.02    0.00    0.00   289.6    0.01
 174 24 2018    0.17    0.00    0.06    2.61    1.96    0.00    0.00    0.00   -2.55    0.02    0.00    0.00   292.2    0.03
 175 24 2018    3.83    0.00    0.00    2.63    0.27    0.00    0.00    0.00    1.23    0.01    0.00    0.00   294.8    0.02
 176 24 2018    0.00    0.00    0.00    2.83    1.76   -0.01    0.00    0.00   -2.82    0.01    0.00    0.00   297.6   -0.01
 177 24 2018    0.00    0.00    0.00    0.94    0.62   -0.01    0.00    0.00   -0.95    0.01    0.00    0.00   298.6    0.01
 178 24 2018    0.00    0.00    0.00    0.67    0.41    0.00    0.00    0.00   -0.68    0.01    0.00    0.00   299.3    0.00
 179 24 2018    0.00    0.00    0.00    0.58    0.29   -0.01    0.00    0.00   -0.57    0.01    0.00    0.00   299.8   -0.01
 180 24 2018    0.04    0.00    0.02    0.38    0.20    0.03    0.00    0.00   -0.40    0.01    0.00    0.00   300.2    0.00
 181 24 2018    0.96    0.00    0.00    0.77    0.00    0.00    0.00    0.00    0.17    0.01    0.00    0.00   301.0    0.03
 182 24 2018    0.00    0.00    0.00    0.63    0.19   -0.01    0.00    0.00   -0.60    0.01    0.00    0.00   301.6   -0.03
 183 24 2018    0.00    0.00    0.00    0.48    0.20   -0.01    0.00    0.00   -0.44    0.01    0.00    0.00   302.1   -0.03
 184 24 2018    0.00    0.00    0.00    0.21    0.11    0.00    0.00    0.00   -0.24    0.01    0.00    0.00   302.3    0.02
 185 24 2018    0.00    0.00    0.00    0.10    0.09    0.03    0.00    0.00   -0.16    0.01    0.00    0.00   302.4    0.02
 186 24 2018    0.00    0.00    0.00    0.07    0.05    0.00    0.00    0.00   -0.10    0.01    0.00    0.00   302.5    0.03
 187 24 2018    0.29    0.00    0.11    0.20    0.06   -0.01    0.00    0.00   -0.01    0.01    0.00    0.00   302.7    0.00
 188 24 2018    6.71    0.00    0.49    3.47    0.54    0.02    0.00    0.00    2.82    0.01    0.00    0.00   306.1    0.00
 189 24 2018    0.00    0.00    0.00    2.69    1.30    0.00    0.00    0.00   -2.22    0.01    0.00    0.00   308.8    0.02
 190 24 2018    0.00    0.00    0.00    0.56    0.24   -0.03    0.00    0.00   -0.55    0.01    0.00    0.00   309.4    0.01
 191 24 2018    0.00    0.00    0.00    0.43    0.15   -0.02    0.00    0.00   -0.46    0.01    0.00    0.00   309.8    0.04
 192 24 2018    0.08    0.00    0.03    0.24    0.05    0.02    0.00    0.00   -0.25    0.01    0.00    0.00   310.1    0.04
 193 24 2018    2.00    0.00    0.03    1.32    0.00    0.02    0.00    0.00    0.63    0.01    0.00    0.00   311.4    0.02
 194 24 2018    1.92    0.00    0.00    1.96    0.11   -0.01    0.00    0.00   -0.19    0.01    0.00    0.00   313.3    0.17
 195 24 2018    0.50    0.00    0.18    0.58    0.04    0.00    0.00    0.00   -0.28    0.01    0.00    0.00   313.9    0.02
 196 24 2018   11.58    0.00    3.00    1.47    0.00    0.00    0.00    0.00    7.26    0.01    0.00    0.00   315.4    0.03
 197 24 2018    1.92    0.00    0.07    5.09    0.64    0.01    0.00    0.00   -0.26    0.01    0.00    0.00   320.5    0.01
 198 24 2018    0.00    0.00    0.00    4.17    2.88   -0.02    0.00    0.00   -4.06    0.01    0.00    0.00   324.6   -0.01
 199 24 2018    0.00    0.00    0.00    1.90    1.28    0.00    0.00    0.00   -1.92    0.01    0.00    0.00   326.5    0.01
 200 24 2018    0.00    0.00    0.00    0.81    0.47   -0.01    0.00    0.00   -0.81    0.01    0.00    0.00   327.3    0.01
 201 24 2018    0.04    0.00    0.02    0.46    0.23    0.00    0.00    0.00   -0.43    0.01    0.00    0.00   327.8   -0.01
 202 24 2018    1.58    0.00    0.23    0.91    0.00    0.02    0.00    0.00    0.44    0.01    0.00    0.00   328.7    0.00
 203 24 2018   14.88    0.00    2.09    5.51    1.31    0.02    0.00    0.00    7.43    0.01    0.00    0.00   334.2    0.05
 204 24 2018   11.50    0.00    3.00    1.69    0.00   -0.01    0.00    0.00    8.90    0.01    0.00    0.00   335.9    0.00
 205 24 2018    0.13    0.00    0.05    4.40    0.60    0.00    0.00    0.00   -1.30    0.01    0.00    0.00   340.3   -0.02
 206 24 2018    2.96    0.00    0.25    4.25    2.35    0.00    0.00    0.00   -1.54    0.01    0.00    0.00   344.6    0.04
