
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
  51 24 2018    0.00    0.00    0.00    0.06    0.00    0.00    0.01    0.00   -0.06    0.00    0.00    0.00    37.2    0.00
  52 24 2018    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    37.3   -0.01
  53 24 2018    0.25    0.00    0.09    0.07    0.00    0.00    0.11    0.00   -0.03    0.00    0.00    0.00    37.4    0.00
  54 24 2018    5.79    0.00    0.81    1.35    0.00    0.00    3.74    0.00   -0.18    0.00    0.00    0.00    38.7    0.16
  55 24 2018    1.00    0.00    0.01    1.19    0.00    0.00    0.62    0.00   -0.01    0.00    0.00    0.00    39.9    0.00
  56 24 2018    0.96    0.00    0.00    0.41    0.00    0.00    0.57    0.00   -0.01    0.00    0.00    0.00    40.3    0.00
  57 24 2018    0.00    0.00    0.00    0.06    0.01    0.00   -0.05    0.00   -0.04    0.00    0.00    0.00    40.4    0.04
  58 24 2018    0.04    0.00    0.01    0.02    0.02    0.00   -0.01    0.00    0.01    0.00    0.00    0.00    40.4    0.00
  59 24 2018    0.96    0.00    0.06    0.29    0.00    0.01    0.61    0.00   -0.51    0.00    0.00    0.00    40.7    0.52
  60 24 2018    0.00    0.00    0.00    0.08    0.02    0.00   -0.03    0.00    0.01    0.00    0.00    0.00    40.7    0.01
  61 24 2018    0.00    0.01    0.00    0.14    0.07    0.00   -0.11    0.00    0.03    0.00    0.00    0.00    40.9   -0.05
  62 24 2018    0.00    0.56    0.00    0.31    0.29    0.00   -0.63    0.00    0.33    0.00    0.00    0.00    41.2   -0.01
  63 24 2018    0.00    1.40    0.00    0.78    0.68    0.00   -1.52    0.00   -0.10    0.00    0.00    0.85    42.0   -0.01
  64 24 2018    0.08    0.00    0.03    0.15    0.00    0.00   -0.02    0.00    0.30    0.00    0.00    0.47    42.1    0.00
  65 24 2018    1.92    0.00    0.00    0.86    0.01    0.00    1.15    0.00   -0.31    0.00    0.00    0.28    43.0    0.44
  66 24 2018    0.00    0.00    0.00    0.06    0.02    0.00   -0.01    0.00    0.04    0.00    0.00    0.14    43.1    0.05
  67 24 2018    0.17    0.00    0.06    0.13    0.13    0.01    0.08    0.00    0.01    0.00    0.00    0.01    43.2    0.01
  68 24 2018    3.88    0.00    0.18    1.42    0.13    0.01    2.44    0.00   -0.28    0.00    0.00    0.00    44.6    0.17
  69 24 2018    0.96    0.00    0.00    0.56    0.01   -0.01    0.62    0.00   -0.28    0.00    0.00    0.00    45.2    0.24
  70 24 2018    0.00    0.00    0.00    0.07    0.05    0.00   -0.01    0.00   -0.14    0.00    0.00    0.00    45.2    0.08
  71 24 2018    0.00    0.25    0.00    0.23    0.18    0.00   -0.31    0.00   -0.02    0.00    0.00    0.13    45.5   -0.02
  72 24 2018    0.00    2.26    0.00    0.60    0.56    0.00   -2.31    0.00   -0.18    0.00    0.00    2.04    46.1   -0.03
  73 24 2018    0.08   10.37    0.03    1.26    1.24    0.00  -10.37    0.00   -0.44    0.00    0.00   11.65    47.3   -0.01
  74 24 2018    1.92    1.39    0.00    1.40    0.63    0.00   -0.25    0.00    0.11    0.00    0.00   12.32    48.7    0.01
  75 24 2018    0.00    0.69    0.00    1.30    0.92   -0.01   -1.02    0.00   -0.28    0.00    0.00   12.37    50.0   -0.04
  76 24 2018    0.21    9.69    0.08    1.15    1.11    0.00   -9.60    0.00   -0.23    0.00    1.42   19.76    51.2   -0.01
  77 24 2018    4.79    0.09    0.32    1.72    0.19    0.00    2.93    0.00    0.15    0.00    0.00   19.31    52.9    0.20
  78 24 2018    0.04    0.00    0.01    0.67    0.24    0.00   -0.06    0.00    0.02    0.00    0.00   19.03    53.6   -0.01
  79 24 2018    0.96    0.00    0.00    0.48    0.00    0.00    0.50    0.00    0.12    0.00    0.00   18.85    54.0    0.04
  80 24 2018    0.04    0.09    0.02    0.98    0.97    0.01   -0.10    0.00   -0.49    0.00    0.00   18.49    55.0   -0.01
  81 24 2018    1.21    5.34    0.09    0.59    0.23    0.01   -4.58    0.00    0.27    0.00    3.38   19.95    55.6    0.00
  82 24 2018    5.75    9.72    0.11    2.60    0.47    0.00   -6.13    0.00   -0.03    0.00    9.32   19.90    58.2    0.03
  83 24 2018    0.04   12.32    0.02    1.63    1.46   -0.01  -12.30    0.00   -0.71    0.00   11.76   19.69    59.9   -0.03
  84 24 2018    1.38    8.49    0.24    1.03    0.71    0.01   -7.61    0.00   -0.05    0.00    7.68   19.76    60.9    0.02
  85 24 2018    9.67    4.89    1.40    2.60    0.25   -0.01    1.32    0.00    0.15    0.00    4.37   19.82    63.5    0.01
  86 24 2018    2.21    0.00    0.11    2.13    0.00   -0.01    1.45    0.00    0.20    0.00    0.00   19.55    65.6   -0.01
  87 24 2018    6.79    0.00    0.74    1.85    0.02    0.01    4.35    0.00    0.08    0.00    0.00   19.38    67.5    0.05
  88 24 2018    1.92    0.00    0.00    1.43    0.00    0.00    1.27    0.00    0.09    0.00    0.00   19.24    68.9    0.00
  89 24 2018    0.00    0.67    0.00    0.86    0.83    0.00   -0.72    0.00   -0.62    0.00    0.00   19.62    69.8    0.10
  90 24 2018    0.29    3.52    0.11    1.12    1.09    0.00   -3.37    0.00   -0.26    0.00    2.61   19.74    70.9   -0.03
  91 24 2018    6.83    5.83    0.05    3.21    0.63   -0.01   -1.52    0.00    0.05    0.00    5.11   19.80    74.1    0.00
  92 24 2018    2.88   12.07    0.00    1.85    0.67    0.00  -12.49    0.00   -0.19    0.00   13.36   20.17    76.0    0.02
  93 24 2018    0.00    0.00    0.00    1.47    0.32   -0.01    0.00    0.00   -1.41    0.00    0.00   20.14    77.4   -0.01
  94 24 2018    0.00    0.00    0.00    1.58    0.12    0.01    0.00    0.00    0.54    0.00    0.00   17.99    79.0    0.01
  95 24 2018    0.67    0.00    0.24    0.73    0.15    0.01    0.74    0.00    0.20    0.00    0.00   16.73    79.7    0.00
  96 24 2018   15.58    0.00    2.95    0.44    0.00    0.00   12.58    0.00    0.51    0.00    0.00   16.06    80.2    0.00
  97 24 2018    6.21    1.91    2.15    2.20    0.00    0.01    2.83    0.00    0.36    0.00    0.00   17.67    82.4    0.01
  98 24 2018   10.67    2.63    1.60    4.08    0.00   -0.02    4.56    0.00    0.16    0.00    0.15   19.97    86.5   -0.01
  99 24 2018    2.88    2.85    0.00    3.56    0.93    0.00   -1.00    0.00   -0.60    0.00    2.65   19.83    90.0    0.00
 100 24 2018    0.00    5.68    0.00    1.22    1.21    0.00   -5.70    0.00   -0.21    0.00    4.74   19.79    91.2    0.00
 101 24 2018    0.04   11.73    0.02    1.25    1.19    0.00  -11.67    0.00    0.01    0.00   10.59   19.66    92.5   -0.03
 102 24 2018    0.96    3.10    0.00    1.84    0.32    0.01   -2.35    0.00   -0.07    0.00    2.06   19.14    94.3   -0.01
 103 24 2018    0.04    0.16    0.02    0.89    0.01   -0.01    0.00    0.00   -0.45    0.00    0.00   18.76    95.2   -0.02
 104 24 2018    1.00    3.70    0.02    1.64    0.00    0.01    0.00    0.00    0.57    0.00    0.00   17.52    96.9    0.01
 105 24 2018    0.96    2.73    0.00    1.59    0.00    0.00    0.00    0.00    0.04    0.00    0.00   16.89    98.4   -0.02
 106 24 2018    0.13    0.00    0.05    1.69    0.61   -0.01    0.00    0.00   -0.07    0.00    0.00   15.36   100.1    0.00
 107 24 2018    2.88    1.91    0.00    2.53    0.60    0.00    0.75    0.00    0.01    0.00    0.00   15.01   102.7   -0.01
 108 24 2018    0.00    0.31    0.00    1.44    0.50    0.00   -0.75    0.00   -0.49    0.00    0.00   14.81   104.1   -0.01
 109 24 2018    0.25    0.47    0.09    1.26    0.15    0.01    0.00    0.00    0.22    0.00    0.00   13.49   105.4    0.00
 110 24 2018    5.96    2.02    0.98    1.26    0.00    0.00    2.45    0.00    0.53    0.00    0.00   14.30   106.6    0.02
 111 24 2018    4.79    0.00    0.51    2.19    0.00    0.01    3.16    0.00    0.22    0.00    0.00   13.98   108.8    0.01
 112 24 2018    0.04    5.04    0.02    1.90    1.35    0.00   -5.09    0.00   -0.66    0.00    0.00   18.41   110.7   -0.04
 113 24 2018    1.50    0.74    0.26    1.39    0.03    0.00   -0.52    0.00    0.19    0.00    0.00   18.59   112.1    0.00
 114 24 2018   12.46    0.00    2.94    0.31    0.00   -0.01   10.04    0.00    0.37    0.00    0.00   17.65   112.4    0.01
 115 24 2018    0.00    3.95    0.00    4.03    1.07    0.00   -3.92    0.00   -0.36    0.00    1.13   19.72   116.5   -0.01
 116 24 2018    0.00    5.29    0.00    1.02    0.98    0.00   -6.12    0.00   -0.24    0.00    5.20   19.89   117.5   -0.02
 117 24 2018    0.00    0.00    0.00    1.79    0.37    0.00    0.00    0.00    4.41    0.00    0.00   18.13   119.3   -4.45
 118 24 2018    0.00    0.00    0.00    3.92    3.15    0.01    0.00    0.00   -3.28    0.00    0.00   16.60   123.2    0.89
 119 24 2018    0.00    0.00    0.00    4.01    2.87    0.00    0.00    0.00   -2.67    0.00    0.00   15.26   127.2    0.00
 120 24 2018    0.08    0.08    0.03    1.75    0.50    0.01    0.00    0.00    0.00    0.00    0.00   13.56   128.9    0.00
 121 24 2018    2.75    2.83    0.48    1.19    0.31    0.00    0.62    0.00    0.25    0.00    0.00   13.81   130.1    0.00
 122 24 2018   20.21    0.30    2.96    0.14    0.00    0.00   17.33    0.00    0.46    0.00    0.00   13.61   130.3    0.00
 123 24 2018   23.96    4.12    2.90    0.30    0.00    0.00   19.61    0.00    0.27    0.00    0.00   17.46   130.6    0.00
 124 24 2018    0.00    4.22    0.00    3.65    0.73    0.00   -4.22    0.00   -0.40    0.00    1.35   20.00   134.2   -0.02
 125 24 2018    0.00   11.12    0.00    1.61    1.59    0.00  -11.17    0.00   -0.33    0.00    9.98   19.93   135.8   -0.03
 126 24 2018    0.00   10.79    0.00    1.31    1.29    0.00  -10.80    0.00    0.01    0.00    9.55   19.88   137.1   -0.02
 127 24 2018    0.00    9.16    0.00    1.34    1.14    0.00  -11.37    0.00   -0.01    0.00   10.40   19.54   138.5   -0.02
 128 24 2018    0.00    0.00    0.00    2.46    0.52    0.00    0.00    0.00    0.07    0.00    0.00   17.02   141.0    0.00
 129 24 2018    0.00    0.00    0.00    2.23    0.52    0.00    0.00    0.00    0.11    0.00    0.00   14.68   143.2    0.00
 130 24 2018    0.04    0.00    0.02    2.24    0.49    0.01    0.00    0.00    0.13    0.00    0.00   12.35   145.4   -0.02
 131 24 2018    1.04    0.05    0.13    1.31    0.58    0.00    0.00    0.00    0.20    0.00    0.00   11.78   146.7   -0.02
 132 24 2018    2.38    0.05    0.43    1.40    0.27    0.00    0.00    0.00    0.12    0.00    0.00   12.37   148.1   -0.03
 133 24 2018   10.58    1.86    2.56    1.96    0.00   -0.01    0.00    0.00    0.30    0.00    0.00   18.58   150.1    0.00
 134 24 2018    0.96    0.14    1.36    1.78    0.00    0.00    0.00    0.00    0.16    0.00    0.00   18.77   151.9    0.01
 135 24 2018    0.00    0.00    0.00    2.62    0.60    0.00    0.00    0.00   -0.40    0.00    0.00   17.94   154.5   -0.02
 136 24 2018    0.00    0.00    0.00    2.23    0.46    0.00    0.00    0.00    0.11    0.00    0.00   15.62   156.7   -0.02
 137 24 2018    0.04    0.00    0.02    2.37    0.62   -0.01    0.00    0.00    0.10    0.00    0.00   13.22   159.1   -0.02
 138 24 2018    1.63    0.58    0.26    1.19    0.51    0.02    0.00    0.00    0.20    0.00    0.00   13.21   160.3   -0.01
 139 24 2018   15.42    1.83    2.99    0.63    0.00    0.00    5.56    0.00    0.37    0.00    0.00   19.33   160.9    0.00
 140 24 2018    1.92    5.99    1.79    1.65    0.00    0.00   -5.56    0.00    0.22    0.00    6.10   20.04   162.5   -0.01
 141 24 2018    0.04    0.08    0.02    3.50    0.55    0.00    0.00    0.00   -0.56    0.00    0.00   18.92   166.1   -0.01
 142 24 2018    0.96    0.38    0.00    1.67    0.44    0.01    0.00    0.00    0.09    0.00    0.00   18.15   167.7   -0.01
 143 24 2018    0.00    0.00    0.00    1.58    0.55    0.01    0.00    0.00   -0.12    0.00    0.00   16.70   169.3   -0.02
 144 24 2018    0.00    0.00    0.00    2.15    0.47   -0.01    0.00    0.00    0.17    0.00    0.00   14.38   171.4    0.01
 145 24 2018    0.00    0.00    0.00    2.11    0.55    0.02    0.00    0.00   -5.41    0.00    0.00   12.18   173.6    5.48
 146 24 2018    0.00    0.00    0.00    2.18    0.67   -0.03    0.00    0.00    0.06    0.00    0.00    9.99   175.7    0.00
 147 24 2018    0.04    0.00    0.02    1.74    0.59    0.02    0.00    0.00    0.09    0.00    0.00    8.16   177.5    0.01
 148 24 2018    0.96    0.00    0.01    1.33    0.57   -0.01    0.00    0.00    0.17    0.00    0.00    7.64   178.8   -0.01
 149 24 2018    0.00    0.00    0.00    1.53    0.76    0.00    0.00    0.00   -0.08    0.00    0.00    6.20   180.3    0.00
 150 24 2018    0.00    0.00    0.00    2.26    0.47    0.00    0.00    0.00    0.05    0.00    0.00    3.89   182.6    0.00
 151 24 2018    0.00    0.00    0.00    2.30    0.56   -0.01    0.00    0.00    0.09    0.00    0.00    1.52   184.9    0.00
 152 24 2018    0.00    0.00    0.00    2.55    0.69    0.00    0.00    0.00   -1.02    0.00    0.00    0.00   187.4    0.00
 153 24 2018    0.00    0.00    0.00    0.14    0.01    0.02    0.00    0.00   -0.16    0.00    0.00    0.00   187.6    0.00
 154 24 2018    0.00    0.00    0.00    0.06    0.00   -0.01    0.00    0.00   -0.05    0.00    0.00    0.00   187.6    0.00
 155 24 2018    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00   187.8   -0.01
 156 24 2018    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10    0.00    0.00    0.00   187.9    0.00
 157 24 2018    0.00    0.00    0.00    0.03    0.00    0.01    0.00    0.00   -0.04    0.00    0.00    0.00   187.9    0.00
 158 24 2018    0.00    0.00    0.00    0.10    0.00   -0.02    0.00    0.00   -0.08    0.00    0.00    0.00   188.0    0.00
 159 24 2018    0.00    0.00    0.00    0.02    0.00    0.01    0.00    0.00   -0.03    0.00    0.00    0.00   188.1    0.00
 160 24 2018    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06    0.00    0.00    0.00   188.1    0.00
 161 24 2018    0.00    0.00    0.00    0.06    0.00    0.01    0.00    0.00   -0.07    0.00    0.00    0.00   188.2    0.01
 162 24 2018    0.00    0.00    0.00    0.06    0.00   -0.01    0.00    0.00   -0.03    0.00    0.00    0.00   188.2   -0.01
 163 24 2018    0.00    0.00    0.00   -0.04    0.00    0.02    0.00    0.00    0.01    0.00    0.00    0.00   188.2    0.01
 164 24 2018    0.00    0.00    0.00    0.00    0.00   -0.01    0.00    0.00    0.01    0.00    0.00    0.00   188.2    0.00
 165 24 2018    0.04    0.00    0.02    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   188.2    0.00
 166 24 2018    1.04    0.00    0.03    0.71    0.00    0.04    0.00    0.00    0.29    0.00    0.00    0.00   188.9   -0.01
 167 24 2018    3.08    0.00    0.54    1.13    0.01    0.00    0.00    0.00    0.75    0.00    0.00    0.69   190.1    0.00
 168 24 2018   26.83    0.00    2.99    0.71    0.00   -0.01    0.00    0.00    0.64    0.00    3.77   19.98   190.8   -0.02
 169 24 2018    0.13    0.00    0.05    3.95    0.04    0.01    0.00    0.00   -0.10    0.00    0.00   19.17   194.7    0.02
 170 24 2018    2.88    0.00    0.27    1.68    0.42    0.00    0.00    0.00    0.12    0.00    0.06   19.97   196.4   -0.01
 171 24 2018    0.00    0.00    0.00    1.53    0.63    0.00    0.00    0.00    0.07    0.00    0.00   18.64   197.9   -0.01
 172 24 2018    0.00    0.00    0.00    2.22    0.56    0.01    0.00    0.00    0.09    0.00    0.00   16.35   200.2   -0.02
 173 24 2018    0.00    0.00    0.00    2.74    0.53   -0.02    0.00    0.00    0.04    0.00    0.00   13.60   202.9   -0.01
 174 24 2018    0.17    0.00    0.06    2.00    0.61    0.00    0.00    0.00    0.12    0.00    0.00   11.57   204.9    0.01
 175 24 2018    3.83    0.00    0.00    2.39    0.18   -0.01    0.00    0.00    0.15    0.00    0.00   12.94   207.3   -0.01
 176 24 2018    0.00    0.00    0.00    2.42    0.54   -0.01    0.00    0.00    0.04    0.00    0.00   10.50   209.7   -0.01
 177 24 2018    0.00    0.00    0.00    3.19    0.65   -0.01    0.00    0.00    0.14    0.00    0.00    7.17   212.9    0.01
 178 24 2018    0.00    0.00    0.00    2.67    0.63    0.00    0.00    0.00    0.17    0.00    0.00    4.33   215.6    0.00
 179 24 2018    0.00    0.00    0.00    2.81    0.59   -0.01    0.00    0.00    0.19    0.00    0.00    1.36   218.4   -0.01
 180 24 2018    0.04    0.00    0.02    2.19    0.65    0.03    0.00    0.00   -0.84    0.00    0.00    0.00   220.6    0.00
 181 24 2018    0.96    0.00    0.00    0.73    0.00    0.00    0.00    0.00    0.24    0.00    0.00    0.00   221.3    0.01
 182 24 2018    0.00    0.00    0.00    0.40    0.01   -0.01    0.00    0.00   -0.39    0.00    0.00    0.00   221.7   -0.01
 183 24 2018    0.00    0.00    0.00    0.18    0.01   -0.01    0.00    0.00   -0.17    0.00    0.00    0.00   221.9    0.00
 184 24 2018    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00   -0.06    0.00    0.00    0.00   221.9    0.01
 185 24 2018    0.00    0.00    0.00   -0.03    0.00    0.03    0.00    0.00   -0.01    0.00    0.00    0.00   221.9    0.02
 186 24 2018    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    0.00    0.03    0.00    0.00    0.00   221.9    0.01
 187 24 2018    0.29    0.00    0.11    0.05    0.00   -0.01    0.00    0.00    0.14    0.00    0.00    0.00   221.9    0.01
 188 24 2018    6.71    0.00    0.54    2.97    0.19    0.02    0.00    0.00    0.97    0.00    0.00    2.33   224.9   -0.02
 189 24 2018    0.00    0.00    0.00    2.49    0.63    0.01    0.00    0.00    0.12    0.00    0.00    0.28   227.4   -0.02
 190 24 2018    0.00    0.00    0.00    1.33    0.51   -0.03    0.00    0.00   -1.01    0.00    0.00    0.00   228.7   -0.01
 191 24 2018    0.00    0.00    0.00    0.08    0.00   -0.02    0.00    0.00   -0.10    0.00    0.00    0.00   228.8    0.04
 192 24 2018    0.08    0.00    0.03    0.03    0.00    0.02    0.00    0.00   -0.02    0.00    0.00    0.00   228.8    0.02
 193 24 2018    2.00    0.00    0.03    1.13    0.00    0.02    0.00    0.00    0.86    0.00    0.00    0.00   229.9   -0.01
 194 24 2018    1.92    0.00    0.04    1.91    0.24   -0.01    0.00    0.00    0.01    0.00    0.00    0.00   231.9    0.00
 195 24 2018    0.50    0.00    0.18    0.61    0.02    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   232.5    0.02
 196 24 2018   11.58    0.00    3.00    1.12    0.00    0.00    0.00    0.00    1.10    0.00    0.00    6.51   233.6    0.04
 197 24 2018    1.92    0.00    0.10    4.38    0.25    0.00    0.00    0.00   -0.07    0.00    0.00    7.02   238.0   -0.01
 198 24 2018    0.00    0.00    0.00    1.90    0.60   -0.02    0.00    0.00    0.07    0.00    0.00    5.18   239.9   -0.01
 199 24 2018    0.00    0.00    0.00    2.14    0.57    0.01    0.00    0.00    0.10    0.00    0.00    2.94   242.0   -0.01
 200 24 2018    0.00    0.00    0.00    2.96    0.50   -0.01    0.00    0.00   -0.01    0.00    0.00    0.00   245.0    0.01
 201 24 2018    0.04    0.00    0.02    0.75    0.13   -0.01    0.00    0.00   -0.71    0.00    0.00    0.00   245.7   -0.01
 202 24 2018    1.58    0.00    0.23    0.77    0.00    0.02    0.00    0.00    0.43    0.00    0.00    0.14   246.5    0.00
 203 24 2018   14.88    0.00    2.17    4.19    0.29    0.02    0.00    0.00    0.74    0.00    0.00    8.11   250.7    0.02
 204 24 2018   11.50    0.00    3.00    1.37    0.00   -0.01    0.00    0.00    0.44    0.00    0.00   16.95   252.0    0.01
 205 24 2018    0.13    0.00    0.05    4.07    0.41    0.00    0.00    0.00   -0.19    0.00    0.00   16.20   256.1   -0.04
 206 24 2018    2.96    0.00    0.33    2.12    0.52    0.00    0.00    0.00    0.16    0.00    0.00   16.62   258.2   -0.02
 207 24 2018    1.96    0.00    0.13    2.07    0.46    0.00    0.00    0.00   -0.66    0.00    0.00   16.60   260.3    0.76
 208 24 2018    0.96    0.00    0.00    2.14    0.53   -0.01    0.00    0.00   -0.08    0.00    0.00   15.44   262.4    0.20
