
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
  70 24 2018    0.00    0.00    0.00    0.01    0.01    0.00    0.01    0.00   -0.02   -0.01    0.00    0.00    50.7    0.00
  71 24 2018    0.00    0.00    0.00    0.03    0.02    0.00   -0.02    0.00    0.00   -0.01    0.00    0.00    50.7    0.00
  72 24 2018    0.00    0.00    0.00    0.06    0.03    0.00   -0.04    0.00   -0.11   -0.01    0.00    0.00    50.8    0.10
  73 24 2018    0.08    9.31    0.04    1.25    1.24    0.00   -9.28    0.00    8.08   -0.01    0.00    0.00    52.0   -0.01
  74 24 2018    1.92    3.15    0.00    2.03    1.04    0.00   -2.17    0.00    0.38   -0.01    0.00    1.72    54.1    0.01
  75 24 2018    0.00    0.35    0.00    1.45    1.08   -0.01   -0.67    0.00   -0.07   -0.01    0.00    1.03    55.5   -0.03
  76 24 2018    0.21    6.15    0.10    1.16    1.11    0.00   -6.06    0.00   -0.07   -0.01    0.00    6.14    56.7   -0.02
  77 24 2018    4.79    0.62    0.55    2.10    0.30    0.00    1.90    0.00    0.01    0.00    0.00    6.47    58.8    0.01
  78 24 2018    0.04    0.00    0.02    0.77    0.11    0.00   -0.05    0.00   -0.12    0.00    0.00    6.46    59.5   -0.01
  79 24 2018    0.96    0.00    0.00    0.62    0.01    0.00    0.37    0.00   -0.01    0.00    0.00    6.45    60.2    0.01
  80 24 2018    0.04    0.07    0.02    0.73    0.72    0.01   -0.06    0.00   -0.05    0.00    0.00    5.86    60.9   -0.01
  81 24 2018    1.21    0.34    0.12    1.70    1.25    0.01    0.27    0.00    0.12    0.00    0.00    4.77    62.6    0.10
  82 24 2018    5.75    4.49    0.16    3.60    0.91    0.00   -1.49    0.00    0.17    0.00    0.00    8.20    66.2    0.01
  83 24 2018    0.04    4.17    0.02    1.91    1.68   -0.01   -4.18    0.00    0.01    0.00    0.00   10.70    68.1   -0.03
  84 24 2018    1.38    9.22    0.30    2.38    1.95    0.01   -8.54    0.00    0.11    0.00    0.00   17.79    70.5    0.05
  85 24 2018    9.67    9.52    1.83    3.11    0.10   -0.01   -4.37    0.00    0.02    0.00    7.17   19.99    73.6    0.02
  86 24 2018    2.21    0.00    0.14    2.77    0.00   -0.01    1.17    0.00    0.00    0.00    0.00   19.97    76.3   -0.01
  87 24 2018    6.79    0.00    1.05    2.30    0.03    0.01    3.60    0.00   -0.27    0.00    0.00   19.96    78.6    0.27
  88 24 2018    1.92    0.00    0.00    1.95    0.01    0.00    1.03    0.00   -0.03    0.00    0.00   19.95    80.6    0.03
  89 24 2018    0.00    0.00    0.00    0.41    0.39    0.00   -0.02    0.00   -0.37    0.00    0.00   19.94    81.0   -0.01
  90 24 2018    0.29    0.87    0.14    1.48    1.45    0.00   -0.74    0.00    0.33    0.00    0.00   19.05    82.5   -0.03
  91 24 2018    6.83    1.13    0.06    5.06    1.75   -0.01    2.47    0.00    0.23    0.00    0.00   18.22    87.5    0.00
  92 24 2018    2.88    9.28    0.00    5.18    3.73    0.00   -7.80    0.00    0.24    0.00    3.73   19.78    92.7    0.02
  93 24 2018    0.00    1.05    0.00    2.11    1.31   -0.01   -1.73    0.00   -0.31    0.00    0.79   18.97    94.8   -0.02
  94 24 2018    0.00    6.68    0.00    2.67    2.57    0.01   -6.75    0.00    0.14    0.00    3.22   19.67    97.5    0.00
  95 24 2018    0.67    4.86    0.31    1.75    1.72    0.01   -4.51    0.00    0.15    0.00    2.73   19.90    99.3    0.01
  96 24 2018   15.58    0.00    2.95    0.47    0.00    0.00   12.56    0.00   -0.07    0.00    0.00   19.89    99.7    0.00
  97 24 2018    6.21    0.86    2.53    2.18    0.00    0.01    3.50    0.00    0.10    0.00    0.73   20.00   101.9    0.00
  98 24 2018   10.67    0.25    2.67    3.73    0.00   -0.02    6.55    0.00    0.05    0.00    0.24   19.99   105.6   -0.01
  99 24 2018    2.88    0.76    0.00    3.98    0.00    0.00    0.79    0.00    0.03    0.00    0.74   19.99   109.6    0.01
 100 24 2018    0.00    2.28    0.00    2.44    2.41    0.00   -2.31    0.00    0.01    0.00    0.52   19.36   112.1   -0.02
 101 24 2018    0.04    6.34    0.02    4.32    4.27    0.00   -6.35    0.00    0.11    0.00    1.50   19.85   116.4   -0.04
 102 24 2018    0.96    8.89    0.00    5.07    4.49    0.01   -8.42    0.00    0.09    0.00    4.25   19.85   121.4   -0.01
 103 24 2018    0.04    1.00    0.02    0.94    0.19   -0.01   -1.58    0.00   -0.23    0.00    0.81   19.96   122.4   -0.01
 104 24 2018    1.00   11.86    0.03    2.40    1.73    0.01  -11.29    0.00   -0.14    0.00   10.05   19.91   124.8    0.00
 105 24 2018    0.96    1.07    0.00    3.39    2.48    0.00   -1.08    0.00    9.22    8.49    0.55    0.11   128.2    0.22
 106 24 2018    0.13    0.00    0.06    3.90    3.06   -0.01    0.00    0.00   -4.65    0.99    0.00    0.00   132.1   -0.04
 107 24 2018    2.88    2.20    0.00    4.06    1.60    0.00    0.57    0.00   -2.07    0.42    0.00    0.00   136.1   -0.04
 108 24 2018    0.00    0.20    0.00    2.74    2.27    0.00   -0.57    0.00   -2.47    0.25    0.00    0.00   138.9    0.05
 109 24 2018    0.25    0.13    0.12    3.20    2.49    0.01    0.00    0.00   -3.39    0.17    0.00    0.13   142.1    0.01
 110 24 2018    5.96    4.15    1.61    1.34    0.00    0.00    1.12    0.00    2.01    0.13    0.00    0.00   143.4    0.01
 111 24 2018    4.79    0.00    1.61    2.24    0.00    0.01    2.75    0.00   -0.32    0.10    0.00    0.00   145.7    0.01
 112 24 2018    0.04    3.61    0.02    3.40    1.74    0.00   -3.88    0.00    2.11    0.08    0.00    0.02   149.1   -0.11
 113 24 2018    1.50    0.95    0.33    4.55    3.36    0.00    0.00    0.00   -3.77    0.07    0.00    0.31   153.6    0.06
 114 24 2018   12.46    0.04    2.94    0.35    0.00   -0.01   10.04    0.00   -0.29    0.06    0.00    0.00   154.0    0.00
 115 24 2018    0.00    1.64    0.00    3.85    0.89    0.00   -1.55    0.00    0.62    0.06    0.00    0.00   157.8   -0.03
 116 24 2018    0.00    3.38    0.00    1.66    1.64    0.00   -3.27    0.00    1.61    0.05    0.00    0.00   159.5   -0.05
 117 24 2018    0.00    4.67    0.00    2.84    2.81    0.01   -5.22    0.00    2.31    0.05    0.00    0.00   162.3    0.02
 118 24 2018    0.00    0.00    0.00    3.51    2.97    0.01    0.00    0.00   -3.55    0.05    0.00    0.00   165.8   -0.01
 119 24 2018    0.00    0.00    0.00    4.66    3.66   -0.01    0.00    0.00   -4.72    0.05    0.00    0.00   170.5    0.02
 120 24 2018    0.08    0.04    0.04    4.41    3.42    0.01    0.00    0.00   -4.44    0.05    0.00    0.00   174.9    0.02
 121 24 2018    2.75    1.22    0.61    2.00    0.83    0.00    0.00    0.00   -0.21    0.05    0.00    0.34   176.9    0.00
 122 24 2018   20.21    1.28    2.96    0.16    0.00    0.00   16.90    0.00    1.10    0.05    0.00    0.00   177.1    0.00
 123 24 2018   23.96    4.83    2.90    0.30    0.00    0.00   18.93    0.00    4.74    0.05    0.00    0.00   177.4    0.00
 124 24 2018    0.00    3.23    0.00    3.40    0.48    0.00   -3.22    0.00    2.69    0.05    0.00    0.00   180.7   -0.01
 125 24 2018    0.00   12.75    0.00    3.77    3.76    0.00  -12.73    0.00    8.44    0.05    0.00    0.00   184.5    0.46
 126 24 2018    0.00   13.48    0.00    3.11    3.10    0.00  -13.42    0.00    2.56    3.37    0.00    0.00   187.6    4.38
 127 24 2018    0.00    6.59    0.00    3.58    3.50    0.00   -6.47    0.00   -1.40    2.53    0.00    0.00   191.2    1.76
 128 24 2018    0.00    0.00    0.00    5.12    3.98    0.00    0.00    0.00   -5.94    0.85    0.00    0.00   196.3   -0.03
 129 24 2018    0.00    0.00    0.00    4.94    3.86    0.00    0.00    0.00   -5.35    0.42    0.00    0.00   201.3   -0.01
 130 24 2018    0.04    0.00    0.02    5.62    4.35    0.01    0.00    0.00   -5.91    0.28    0.00    0.00   206.9    0.01
 131 24 2018    1.04    0.04    0.13    3.19    2.12    0.00    0.00    0.00   -2.53    0.26    0.00    0.00   210.1    0.01
 132 24 2018    2.38    0.04    0.51    2.08    0.64    0.00    0.00    0.00   -0.35    0.26    0.00    0.00   212.2   -0.01
 133 24 2018   10.58    1.53    3.00    2.38    0.00   -0.01    0.00    0.00    5.34    0.38    0.00    0.00   214.5    0.00
 134 24 2018    0.96    0.17    1.64    2.18    0.00    0.00    0.00    0.00   -0.65    0.81    0.00    0.00   216.7   -0.02
 135 24 2018    0.00    0.00    0.00    3.52    1.17    0.00    0.00    0.00   -2.40    0.53    0.00    0.00   220.2   -0.01
 136 24 2018    0.00    0.00    0.00    4.85    3.72    0.00    0.00    0.00   -5.03    0.23    0.00    0.00   225.1   -0.05
 137 24 2018    0.04    0.00    0.02    5.47    4.11   -0.01    0.00    0.00   -5.47    0.07    0.00    0.00   230.6   -0.03
 138 24 2018    1.63    0.46    0.33    2.39    1.35    0.02    0.00    0.00   -1.15    0.02    0.00    0.00   233.0    0.04
 139 24 2018   15.42    3.58    2.99    0.71    0.00    0.00    4.13    0.00    7.90    0.01    0.00    0.00   233.7    0.00
 140 24 2018    1.92    5.22    1.90    1.75    0.00    0.00   -4.13    0.00    5.26    0.13    0.00    0.00   235.4    0.00
 141 24 2018    0.04    0.02    0.02    5.08    2.09    0.00    0.00    0.00   -3.45    0.37    0.00    0.00   240.5   -0.06
 142 24 2018    0.96    0.11    0.00    4.47    2.91    0.01    0.00    0.00   -3.64    0.14    0.00    0.00   245.0    0.00
 143 24 2018    0.00    0.00    0.00    3.24    2.42    0.00    0.00    0.00   -3.30    0.06    0.00    0.00   248.2    0.00
 144 24 2018    0.00    0.00    0.00    5.20    3.95   -0.01    0.00    0.00   -5.22    0.03    0.00    0.00   253.4    0.01
 145 24 2018    0.00    0.00    0.00    5.14    3.88    0.02    0.00    0.00   -5.20    0.01    0.00    0.00   258.5    0.02
 146 24 2018    0.00    0.00    0.00    2.61    1.53   -0.03    0.00    0.00   -2.56    0.01    0.00    0.00   261.1   -0.03
 147 24 2018    0.04    0.00    0.02    0.81    0.52    0.02    0.00    0.00   -0.83    0.01    0.00    0.00   262.0    0.01
 148 24 2018    0.96    0.00    0.01    1.02    0.07   -0.01    0.00    0.00   -0.09    0.00    0.00    0.00   263.0    0.04
 149 24 2018    0.00    0.00    0.00    0.88    0.29   -0.01    0.00    0.00   -0.87    0.00    0.00    0.00   263.9    0.00
 150 24 2018    0.00    0.00    0.00    0.60    0.26    0.00    0.00    0.00   -0.59    0.00    0.00    0.00   264.5    0.00
 151 24 2018    0.00    0.00    0.00    0.55    0.23   -0.01    0.00    0.00   -0.55    0.00    0.00    0.00   265.0    0.01
 152 24 2018    0.00    0.00    0.00    0.49    0.15    0.00    0.00    0.00   -0.47    0.00    0.00    0.00   265.5   -0.03
 153 24 2018    0.00    0.00    0.00    0.30    0.09    0.02    0.00    0.00   -0.33    0.00    0.00    0.00   265.8    0.01
 154 24 2018    0.00    0.00    0.00    0.24    0.05   -0.01    0.00    0.00   -0.24    0.00    0.00    0.00   266.0    0.00
 155 24 2018    0.00    0.00    0.00    0.35    0.07    0.00    0.00    0.00   -0.33    0.00    0.00    0.00   266.4   -0.02
 156 24 2018    0.00    0.00    0.00    0.26    0.03    0.00    0.00    0.00   -0.28    0.00    0.00    0.00   266.6    0.01
 157 24 2018    0.00    0.00    0.00    0.18    0.00    0.01    0.00    0.00   -0.21    0.00    0.00    0.00   266.8    0.02
 158 24 2018    0.00    0.00    0.00    0.26    0.00   -0.02    0.00    0.00   -0.25    0.00    0.00    0.00   267.1    0.00
 159 24 2018    0.00    0.00    0.00    0.19    0.00    0.01    0.00    0.00   -0.19    0.00    0.00    0.00   267.3   -0.01
 160 24 2018    0.00    0.00    0.00    0.21    0.01    0.00    0.00    0.00   -0.20    0.00    0.00    0.00   267.5   -0.01
 161 24 2018    0.00    0.00    0.00    0.18    0.01    0.01    0.00    0.00   -0.21    0.00    0.00    0.00   267.7    0.01
 162 24 2018    0.00    0.00    0.00    0.20    0.00   -0.01    0.00    0.00   -0.19    0.00    0.00    0.00   267.9   -0.01
 163 24 2018    0.00    0.00    0.00    0.07    0.00    0.02    0.00    0.00   -0.11    0.00    0.00    0.00   267.9    0.02
 164 24 2018    0.00    0.00    0.00    0.14    0.00   -0.01    0.00    0.00   -0.13    0.00    0.00    0.00   268.1    0.00
 165 24 2018    0.04    0.00    0.02    0.17    0.00   -0.01    0.00    0.00   -0.13    0.00    0.00    0.00   268.3   -0.01
 166 24 2018    1.04    0.00    0.04    0.87    0.00    0.04    0.00    0.00    0.11    0.00    0.00    0.00   269.1    0.00
 167 24 2018    3.08    0.00    0.66    1.54    0.00    0.00    0.00    0.00    0.90    0.00    0.00    0.00   270.7    0.02
 168 24 2018   26.83    0.00    2.99    1.01    0.00   -0.01    0.00    0.00   23.50    0.00    0.00    0.00   271.7    0.00
 169 24 2018    0.13    0.00    0.06    4.29    0.14    0.01    0.00    0.00   -1.22    0.01    0.00    0.00   276.0   -0.03
 170 24 2018    2.88    0.00    0.32    2.24    0.50    0.00    0.00    0.00    0.34    0.03    0.00    0.00   278.2    0.01
 171 24 2018    0.00    0.00    0.00    3.00    1.88    0.00    0.00    0.00   -2.73    0.05    0.00    0.00   281.2   -0.01
 172 24 2018    0.00    0.00    0.00    5.10    3.56    0.01    0.00    0.00   -5.14    0.04    0.00    0.00   286.3    0.00
 173 24 2018    0.00    0.00    0.00    6.27    4.48   -0.02    0.00    0.00   -6.28    0.02    0.00    0.00   292.6    0.01
 174 24 2018    0.17    0.00    0.08    2.64    1.69    0.00    0.00    0.00   -2.60    0.01    0.00    0.00   295.2    0.03
 175 24 2018    3.83    0.00    0.00    2.63    0.11    0.00    0.00    0.00    1.26    0.01    0.00    0.00   297.8    0.01
 176 24 2018    0.00    0.00    0.00    2.84    1.62   -0.01    0.00    0.00   -2.84    0.01    0.00    0.00   300.7    0.00
 177 24 2018    0.00    0.00    0.00    1.04    0.57   -0.01    0.00    0.00   -1.05    0.01    0.00    0.00   301.7    0.01
 178 24 2018    0.00    0.00    0.00    0.65    0.32    0.00    0.00    0.00   -0.67    0.01    0.00    0.00   302.4    0.00
 179 24 2018    0.00    0.00    0.00    0.57    0.21   -0.01    0.00    0.00   -0.55    0.01    0.00    0.00   302.9   -0.02
 180 24 2018    0.04    0.00    0.02    0.36    0.10    0.03    0.00    0.00   -0.38    0.01    0.00    0.00   303.3    0.01
 181 24 2018    0.96    0.00    0.00    0.89    0.00    0.00    0.00    0.00    0.05    0.00    0.00    0.00   304.2    0.03
 182 24 2018    0.00    0.00    0.00    0.49    0.08   -0.01    0.00    0.00   -0.47    0.00    0.00    0.00   304.7   -0.02
 183 24 2018    0.00    0.00    0.00    0.34    0.06   -0.01    0.00    0.00   -0.32    0.00    0.00    0.00   305.0   -0.01
 184 24 2018    0.00    0.00    0.00    0.22    0.02    0.00    0.00    0.00   -0.25    0.00    0.00    0.00   305.2    0.02
 185 24 2018    0.00    0.00    0.00    0.08    0.00    0.03    0.00    0.00   -0.14    0.00    0.00    0.00   305.3    0.03
 186 24 2018    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00   305.4    0.03
 187 24 2018    0.29    0.00    0.14    0.19    0.00   -0.01    0.00    0.00   -0.04    0.00    0.00    0.00   305.6    0.01
 188 24 2018    6.71    0.00    0.71    3.99    0.00    0.02    0.00    0.00    2.12    0.00    0.00    0.00   309.6    0.01
 189 24 2018    0.00    0.00    0.00    2.26    0.59    0.00    0.00    0.00   -1.58    0.00    0.00    0.00   311.9    0.02
 190 24 2018    0.00    0.00    0.00    0.49    0.12   -0.03    0.00    0.00   -0.47    0.00    0.00    0.00   312.3    0.01
 191 24 2018    0.00    0.00    0.00    0.34    0.07   -0.02    0.00    0.00   -0.38    0.00    0.00    0.00   312.7    0.05
 192 24 2018    0.08    0.00    0.04    0.21    0.02    0.02    0.00    0.00   -0.23    0.00    0.00    0.00   312.9    0.04
 193 24 2018    2.00    0.00    0.04    1.53    0.00    0.02    0.00    0.00    0.42    0.00    0.00    0.00   314.4    0.03
 194 24 2018    1.92    0.00    0.03    1.95    0.00   -0.01    0.00    0.00   -0.02    0.00    0.00    0.00   316.4    0.01
 195 24 2018    0.50    0.00    0.23    0.53    0.02    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   316.9    0.03
 196 24 2018   11.58    0.00    3.00    1.50    0.00    0.00    0.00    0.00    7.28    0.00    0.00    0.00   318.4    0.03
 197 24 2018    1.92    0.00    0.11    5.25    0.44    0.01    0.00    0.00   -0.42    0.00    0.00    0.00   323.7   -0.02
 198 24 2018    0.00    0.00    0.00    4.02    2.52   -0.02    0.00    0.00   -3.87    0.00    0.00    0.00   327.7   -0.02
 199 24 2018    0.00    0.00    0.00    1.52    0.70    0.00    0.00    0.00   -1.53    0.00    0.00    0.00   329.2    0.00
 200 24 2018    0.00    0.00    0.00    0.74    0.32   -0.01    0.00    0.00   -0.75    0.00    0.00    0.00   329.9    0.01
 201 24 2018    0.04    0.00    0.02    0.40    0.13    0.00    0.00    0.00   -0.38    0.00    0.00    0.00   330.3    0.00
 202 24 2018    1.58    0.00    0.29    1.00    0.00    0.02    0.00    0.00    0.30    0.00    0.00    0.00   331.3   -0.01
 203 24 2018   14.88    0.00    2.81    5.50    0.40    0.02    0.00    0.00    6.79    0.00    0.00    0.00   336.8    0.05
 204 24 2018   11.50    0.00    3.00    2.43    0.00   -0.01    0.00    0.00    8.87    0.00    0.00    0.00   339.3    0.01
 205 24 2018    0.13    0.00    0.06    4.75    0.56    0.00    0.00    0.00   -1.66    0.00    0.00    0.00   344.0   -0.03
 206 24 2018    2.96    0.00    0.34    4.95    2.40    0.00    0.00    0.00   -2.30    0.00    0.00    0.00   349.0    0.02
 207 24 2018    1.96    0.00    0.13    4.21    1.96    0.00    0.00    0.00   -2.05    0.01    0.00    0.00   353.2    0.00
