
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
  54 24 2018    5.79    0.00    0.00    0.00    0.00    0.00    5.83    0.00   -0.03   -0.01    0.00    0.00    15.5    0.00
  55 24 2018    1.00    0.00    0.00    0.05    0.00    0.00    0.97    0.00   -0.02   -0.01    0.00    0.00    15.5    0.00
  56 24 2018    0.96    0.00    0.00    0.16    0.00    0.00    0.82    0.00   -0.01   -0.01    0.00    0.00    15.7    0.00
  57 24 2018    0.00    0.00    0.00    0.12    0.00    0.00   -0.11    0.00   -0.01   -0.01    0.00    0.00    15.8    0.00
  58 24 2018    0.04    0.00    0.00    0.13    0.00    0.00   -0.08    0.00    0.00   -0.01    0.00    0.00    15.9    0.00
  59 24 2018    0.96    0.00    0.00    0.01    0.00    0.00    0.96    0.00   -0.01   -0.01    0.00    0.00    15.9    0.00
  60 24 2018    0.00    0.00    0.00    0.06    0.00    0.00   -0.05    0.00   -0.01   -0.01    0.00    0.00    16.0    0.00
  61 24 2018    0.00    0.00    0.00    0.27    0.00    0.00   -0.27    0.00    0.00   -0.01    0.00    0.00    16.3    0.00
  62 24 2018    0.00    0.00    0.00    0.08    0.00    0.00   -0.09    0.00    0.01   -0.01    0.00    0.00    16.3    0.00
  63 24 2018    0.00    0.00    0.00    0.24    0.00    0.00   -0.25    0.00    0.01   -0.01    0.00    0.00    16.6    0.00
  64 24 2018    0.08    0.00    0.00    0.14    0.00    0.00   -0.03    0.00   -0.03   -0.01    0.00    0.00    16.7    0.00
  65 24 2018    1.92    0.00    0.00    0.17    0.00    0.00    1.78    0.00   -0.03   -0.01    0.00    0.00    16.9    0.00
  66 24 2018    0.00    0.00    0.00    0.32    0.00    0.00   -0.29    0.00   -0.02   -0.01    0.00    0.00    17.2    0.00
  67 24 2018    0.17    0.00    0.00    0.35    0.00    0.00   -0.16    0.00   -0.01   -0.01    0.00    0.00    17.6    0.00
  68 24 2018    3.88    0.00    0.00    0.34    0.00    0.00    3.54    0.00    0.00   -0.01    0.00    0.00    17.9    0.00
  69 24 2018    0.96    0.00    0.00    0.07    0.00    0.00    0.90    0.00    0.00   -0.01    0.00    0.00    18.0    0.00
  70 24 2018    0.00    0.00    0.00    0.06    0.00    0.00   -0.04    0.00   -0.01   -0.01    0.00    0.00    18.0    0.00
  71 24 2018    0.00    0.00    0.00    0.10    0.00    0.00   -0.10    0.00    0.00   -0.01    0.00    0.00    18.1    0.00
  72 24 2018    0.00    0.00    0.00    0.03    0.00    0.00   -0.04    0.00    0.01   -0.01    0.00    0.00    18.2    0.00
  73 24 2018    0.08    0.00    0.00    0.07    0.00    0.00   -0.07    0.00    0.09   -0.01    0.00    0.00    18.2    0.00
  74 24 2018    1.92    0.00    0.00    0.14    0.00    0.00    1.74    0.00    0.05   -0.01    0.00    0.00    18.4    0.00
  75 24 2018    0.00    0.00    0.00    0.40    0.00    0.00   -0.40    0.00    0.00   -0.01    0.00    0.00    18.8    0.00
  76 24 2018    0.21    0.11    0.00    0.10    0.00    0.00   -0.04    0.00    0.15   -0.01    0.00    0.00    18.9    0.00
  77 24 2018    4.79    0.00    0.00    0.12    0.00    0.00    4.67    0.00    0.00   -0.01    0.00    0.00    19.0    0.00
  78 24 2018    0.04    0.00    0.00    0.16    0.00    0.00   -0.10    0.00   -0.01   -0.01    0.00    0.00    19.1    0.00
  79 24 2018    0.96    0.00    0.00    0.17    0.00    0.00    0.81    0.00   -0.02   -0.01    0.00    0.00    19.3    0.00
  80 24 2018    0.04    0.00    0.00    0.15    0.00    0.00   -0.12    0.00    0.01   -0.01    0.00    0.00    19.5    0.00
  81 24 2018    1.21    2.02    0.00    0.12    0.00    0.00   -0.97    0.00    2.06   -0.01    0.00    0.00    19.6    0.00
  82 24 2018    5.75    9.92    0.00    0.38    0.00    0.00   -4.60    0.00    0.23   -0.01    0.00    9.75    20.0    0.00
  83 24 2018    0.04    3.57    0.00    0.11    0.00    0.00   -3.66    0.00    0.09   -0.01    0.00   13.26    20.1    0.00
  84 24 2018    1.38    8.73    0.00    0.15    0.00    0.00   -7.52    0.00    0.08   -0.01    1.94   19.99    20.2    0.00
  85 24 2018    9.67    0.89    0.00    0.08    0.00    0.00    8.69    0.00    0.03   -0.01    0.88   19.99    20.3    0.00
  86 24 2018    2.21    0.00    0.00    0.17    0.00    0.00    2.05    0.00    0.01   -0.01    0.00   19.97    20.5    0.00
  87 24 2018    6.79    0.00    0.00    0.17    0.00    0.00    6.63    0.00    0.02    0.00    0.00   19.95    20.7    0.00
  88 24 2018    1.92    0.00    0.00    0.11    0.00    0.00    1.82    0.00    0.02    0.00    0.00   19.92    20.8    0.00
  89 24 2018    0.00    0.00    0.00    0.72    0.00    0.00   -0.72    0.00    0.03    0.00    0.00   19.90    21.5    0.00
  90 24 2018    0.29    0.56    0.00    0.25    0.00    0.00   -0.54    0.00    0.05    0.00    0.45   19.99    21.7    0.00
  91 24 2018    6.83    3.20    0.00    0.63    0.00    0.00    2.99    0.00    0.05    0.00    3.17   19.99    22.4    0.00
  92 24 2018    2.88   14.72    0.00    0.72    0.00    0.00  -12.58    0.00    0.05    0.00   14.69   20.00    23.1    0.00
  93 24 2018    0.00    0.00    0.00    1.11    0.00    0.00   -1.08    0.00    0.01    0.00    0.00   19.97    24.2    0.00
  94 24 2018    0.00    7.08    0.00    1.42    0.00    0.00   -8.50    0.00    0.04    0.00    7.02   19.99    25.6    0.00
  95 24 2018    0.67   11.95    0.00    0.26    0.00    0.00  -11.55    0.00    0.04    0.00   11.92   20.00    25.9    0.00
  96 24 2018   15.58    0.00    0.00    0.02    0.00    0.00   15.57    0.00    0.03    0.00    0.00   19.96    25.9    0.00
  97 24 2018    6.21    0.90    0.00   -0.01    0.00    0.00    5.30    0.00    0.05    0.00    0.83   20.00    25.9    0.00
  98 24 2018   10.67    2.00    0.00    0.10    0.00    0.00    8.56    0.00    0.05    0.00    1.96   20.00    26.0    0.00
  99 24 2018    2.88    0.47    0.00    0.05    0.00    0.00    2.35    0.00    0.05    0.00    0.42   20.00    26.0    0.00
 100 24 2018    0.00    2.44    0.00    0.25    0.00    0.00   -2.69    0.00    0.06    0.00    2.38   20.00    26.3    0.00
 101 24 2018    0.04    8.65    0.00    0.56    0.00    0.00   -9.18    0.00    0.07    0.00    8.59   20.00    26.8    0.00
 102 24 2018    0.96   10.49    0.00    0.35    0.00    0.00   -9.88    0.00    0.08    0.00   10.43   19.99    27.2    0.00
 103 24 2018    0.04    0.00    0.00    0.83    0.00    0.00   -0.77    0.00    0.06    0.00    0.00   19.92    28.0    0.00
 104 24 2018    1.00    0.00    0.00    0.42    0.00    0.00    0.59    0.00    0.03    0.00    0.00   19.88    28.4    0.00
 105 24 2018    0.96    7.02    0.00    0.08    0.00    0.00   -6.14    0.00    0.02    0.00    6.89   20.00    28.5    0.00
 106 24 2018    0.13   19.84    0.00    0.23    0.00    0.00  -19.93    0.00    0.01    0.00   19.82   20.00    28.7    0.00
 107 24 2018    2.88    9.35    0.00    0.76    0.00    0.00   -7.21    0.00    0.01    0.00    9.33   19.99    29.5    0.00
 108 24 2018    0.00   18.31    0.00    0.35    0.00    0.00  -18.61    0.00   -0.04    0.00   18.29   20.00    29.8    0.00
 109 24 2018    0.25   15.23    0.00    0.16    0.00    0.00  -15.05    0.00   -0.07    0.00   15.22   20.00    30.0    0.00
 110 24 2018    5.96    3.29    0.00    0.05    0.00    0.00    2.68    0.00   -0.05    0.00    3.28   20.00    30.1    0.00
 111 24 2018    4.79    0.00    0.00    0.09    0.00    0.00    4.76    0.00   -0.04    0.00    0.00   19.99    30.1    0.00
 112 24 2018    0.04    4.25    0.00    0.05    0.00    0.00   -4.29    0.00    0.04    0.00    4.23   20.00    30.2    0.00
 113 24 2018    1.50    8.95    0.00    0.12    0.00    0.00   -7.72    0.00   -0.03    0.00    9.13   20.00    30.3    0.00
 114 24 2018   12.46    0.00    0.00    0.01    0.00    0.00   12.59    0.00   -0.13    0.00    0.00   19.99    30.3    0.00
 115 24 2018    0.00    2.93    0.00    0.09    0.00    0.00   -3.00    0.00    0.00    0.00    2.90   20.00    30.4    0.00
 116 24 2018    0.00    5.23    0.00    0.03    0.00    0.00   -5.20    0.00   -0.05    0.00    5.22   20.00    30.4    0.00
 117 24 2018    0.00    5.03    0.00    0.66    0.00    0.00   -5.01    0.00    0.92    0.00    5.02   18.41    31.1    0.00
 118 24 2018    0.00    0.00    0.00    2.09    0.00    0.00    0.00    0.00   -0.03    0.00    0.00   16.36    33.2    0.00
 119 24 2018    0.00    0.00    0.00    2.71    0.00    0.00    0.00    0.00    0.10    0.00    0.00   13.29    35.9    0.26
 120 24 2018    0.08    0.08    0.00    2.65    0.00    0.00    0.00    0.00   -0.21    0.00    0.00   10.94    38.5    0.00
 121 24 2018    2.75    2.47    0.00    0.76    0.00    0.00    1.12    0.00    3.13    0.00    0.00    8.66    39.3    0.00
 122 24 2018   20.21    0.21    0.00    0.00    0.00    0.00   20.08    0.00    0.14    0.00    0.00    8.65    39.3    0.00
 123 24 2018   23.96    4.11    0.00   -0.02    0.00    0.00   19.89    0.00    7.08    5.81    0.00    0.00    39.3   -0.16
 124 24 2018    0.00    5.88    0.00    0.07    0.00    0.00   -5.96    0.00   -1.10    1.51    0.00    5.48    39.4    0.00
 125 24 2018    0.00   11.00    0.00    0.05    0.00    0.00  -11.03    0.00   -0.37    0.48    0.00   16.34    39.4    0.00
 126 24 2018    0.00   12.59    0.00    0.02    0.00    0.00  -12.54    0.00    1.01   14.76    0.00   13.09    39.4    0.00
 127 24 2018    0.00    9.50    0.00    0.24    0.00    0.00  -11.56    0.00    0.32    5.49    1.05   17.56    39.7   -0.01
 128 24 2018    0.00    0.00    0.00    2.75    0.00    0.00    0.00    0.00   -0.10    3.78    0.00   11.14    42.4    0.00
 129 24 2018    0.00    0.00    0.00    3.05    0.00    0.00    0.00    0.00   -2.54    1.09    0.00    9.54    45.5    0.00
 130 24 2018    0.04    0.00    0.00    3.23    0.00    0.00    0.00    0.00    0.58    5.77    0.00    0.00    48.7    0.00
 131 24 2018    1.04    0.08    0.00    1.25    0.00    0.00    0.00    0.00   -2.40    2.20    0.00    0.00    49.9   -0.02
 132 24 2018    2.38    0.08    0.00    1.26    0.00    0.00    0.00    0.00    0.75    0.38    0.00    0.00    51.2   -0.01
 133 24 2018   10.58    3.11    0.00    0.81    0.00    0.00    0.75    0.00    1.40    3.10    0.00    4.57    52.0   -0.05
 134 24 2018    0.96    1.25    0.00    0.82    0.00    0.00   -0.75    0.00   -1.46    0.78    0.00    6.14    52.8    0.00
 135 24 2018    0.00    0.00    0.00    1.97    0.00    0.00    0.00    0.00   -1.41    5.58    0.00    0.00    54.8    0.00
 136 24 2018    0.00    0.00    0.00    3.50    0.00    0.00    0.00    0.00   -4.13    0.63    0.00    0.00    58.3    0.00
 137 24 2018    0.04    0.00    0.00    3.86    0.00    0.00    0.00    0.00   -4.10    0.28    0.00    0.00    62.2    0.00
 138 24 2018    1.63    0.59    0.00    1.22    0.00    0.00    0.54    0.00   -0.31    0.19    0.00    0.00    63.4    0.00
 139 24 2018   15.42    2.59    0.00    0.45    0.00    0.00    5.17    0.00    7.61    0.06    0.00    0.00    63.8    2.13
 140 24 2018    1.92    7.06    0.00    0.03    0.00    0.00   -5.70    0.00    2.87    0.94    0.00    0.08    63.8    3.70
 141 24 2018    0.04    0.04    0.00    2.78    0.00    0.00    0.00    0.00   -3.00    0.13    0.00    0.01    66.6    0.20
 142 24 2018    0.96    0.70    0.00    2.17    0.00    0.00    0.00    0.00   -1.25    0.05    0.00    0.00    68.8    0.00
 143 24 2018    0.00    0.00    0.00    2.65    0.00    0.00    0.00    0.00   -2.71    0.06    0.00    0.00    71.4    0.00
 144 24 2018    0.00    0.00    0.00    3.64    0.00    0.00    0.00    0.00   -3.71    0.07    0.00    0.00    75.1    0.00
 145 24 2018    0.00    0.00    0.00    3.46    0.00    0.00    0.00    0.00   -3.54    0.07    0.00    0.00    78.6    0.00
 146 24 2018    0.00    0.00    0.00    3.31    0.00    0.00    0.00    0.00   -0.59   -2.72    0.00    0.00    81.9    0.00
 147 24 2018    0.04    0.00    0.00    3.04    0.00    0.00    0.00    0.00    1.60   -4.60    0.00    0.00    84.9    0.00
 148 24 2018    0.96    0.00    0.00    1.37    0.00    0.00    0.00    0.00    0.94   -1.35    0.00    0.00    86.3    0.00
 149 24 2018    0.00    0.00    0.00    2.12    0.00    0.00    0.00    0.00   -4.40    2.28    0.00    0.00    88.4    0.00
 150 24 2018    0.00    0.00    0.00    3.95    0.00    0.00    0.00    0.00   -4.66    0.71    0.00    0.00    92.4    0.00
 151 24 2018    0.00    0.00    0.00    3.94    0.00    0.00    0.00    0.00   -4.13    0.19    0.00    0.00    96.3    0.00
 152 24 2018    0.00    0.00    0.00    5.87    0.00    0.00    0.00    0.00   -5.93    0.06    0.00    0.00   102.2    0.00
 153 24 2018    0.00    0.00    0.00    4.46    0.00    0.00    0.00    0.00   -4.48    0.02    0.00    0.00   106.6    0.00
 154 24 2018    0.00    0.00    0.00    2.76    0.00    0.00    0.00    0.00   -2.77    0.01    0.00    0.00   109.4    0.00
 155 24 2018    0.00    0.00    0.00    2.06    0.00    0.00    0.00    0.00   -2.07    0.01    0.00    0.00   111.4    0.00
 156 24 2018    0.00    0.00    0.00    1.24    0.00    0.00    0.00    0.00   -1.24    0.00    0.00    0.00   112.7    0.00
 157 24 2018    0.00    0.00    0.00    0.83    0.00    0.00    0.00    0.00   -0.84    0.00    0.00    0.00   113.5    0.00
 158 24 2018    0.00    0.00    0.00    0.72    0.00    0.00    0.00    0.00   -0.72    0.00    0.00    0.00   114.2    0.00
 159 24 2018    0.00    0.00    0.00    0.51    0.00    0.00    0.00    0.00   -0.51    0.00    0.00    0.00   114.7    0.00
 160 24 2018    0.00    0.00    0.00    0.44    0.00    0.00    0.00    0.00   -0.45    0.00    0.00    0.00   115.2    0.00
 161 24 2018    0.00    0.00    0.00    0.46    0.00    0.00    0.00    0.00   -0.46    0.00    0.00    0.00   115.6    0.00
 162 24 2018    0.00    0.00    0.00    0.36    0.00    0.00    0.00    0.00   -0.36    0.00    0.00    0.00   116.0    0.00
 163 24 2018    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24    0.00    0.00    0.00   116.2    0.00
 164 24 2018    0.00    0.00    0.00    0.31    0.00    0.00    0.00    0.00   -0.31    0.00    0.00    0.00   116.6    0.00
 165 24 2018    0.04    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.29    0.00    0.00    0.00   116.9    0.00
 166 24 2018    1.04    0.00    0.00    0.91    0.00    0.00    0.00    0.00    0.13    0.00    0.00    0.00   117.8    0.00
 167 24 2018    3.08    0.00    0.00    1.62    0.00    0.00    0.00    0.00    1.47    0.00    0.00    0.00   119.4    0.00
 168 24 2018   26.83    0.00    0.00    0.57    0.00    0.00    0.00    0.00   26.26    0.00    0.00    0.00   120.0    0.00
 169 24 2018    0.13    0.00    0.00    2.87    0.00    0.00    0.00    0.00   -2.96    0.22    0.00    0.00   122.8    0.00
 170 24 2018    2.88    0.00    0.00    1.65    0.00    0.00    0.00    0.00    0.96    0.26    0.00    0.00   124.5    0.00
 171 24 2018    0.00    0.00    0.00    2.08    0.00    0.00    0.00    0.00   -2.34    0.26    0.00    0.00   126.6    0.00
 172 24 2018    0.00    0.00    0.00    3.77    0.00    0.00    0.00    0.00   -3.90    0.13    0.00    0.00   130.3    0.00
 173 24 2018    0.00    0.00    0.00    4.55    0.00    0.00    0.00    0.00   -4.61    0.05    0.00    0.00   134.9    0.00
 174 24 2018    0.17    0.00    0.00    3.37    0.00    0.00    0.00    0.00   -3.22    0.02    0.00    0.00   138.3    0.00
 175 24 2018    3.83    0.00    0.00    2.02    0.00    0.00    0.00    0.00    1.80    0.01    0.00    0.00   140.3    0.00
 176 24 2018    0.00    0.00    0.00    4.24    0.00    0.00    0.00    0.00   -4.25    0.01    0.00    0.00   144.5    0.00
 177 24 2018    0.00    0.00    0.00    2.88    0.00    0.00    0.00    0.00   -2.88    0.01    0.00    0.00   147.4    0.00
 178 24 2018    0.00    0.00    0.00    1.67    0.00    0.00    0.00    0.00   -1.67    0.01    0.00    0.00   149.1    0.00
 179 24 2018    0.00    0.00    0.00    1.20    0.00    0.00    0.00    0.00   -1.21    0.01    0.00    0.00   150.3    0.00
 180 24 2018    0.04    0.00    0.00    0.61    0.00    0.00    0.00    0.00   -0.57    0.00    0.00    0.00   150.9    0.00
 181 24 2018    0.96    0.00    0.00    1.24    0.00    0.00    0.00    0.00   -0.28    0.00    0.00    0.00   152.1    0.00
 182 24 2018    0.00    0.00    0.00    0.80    0.00    0.00    0.00    0.00   -0.80    0.00    0.00    0.00   152.9    0.00
 183 24 2018    0.00    0.00    0.00    0.53    0.00    0.00    0.00    0.00   -0.53    0.00    0.00    0.00   153.4    0.00
 184 24 2018    0.00    0.00    0.00    0.36    0.00    0.00    0.00    0.00   -0.36    0.00    0.00    0.00   153.8    0.00
 185 24 2018    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20    0.00    0.00    0.00   154.0    0.00
 186 24 2018    0.00    0.00    0.00    0.29    0.00    0.00    0.00    0.00   -0.30    0.00    0.00    0.00   154.3    0.00
 187 24 2018    0.29    0.00    0.00    0.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   154.6    0.00
 188 24 2018    6.71    0.00    0.00    2.39    0.00    0.00    0.00    0.00    4.31    0.00    0.00    0.00   157.0    0.00
 189 24 2018    0.00    0.00    0.00    2.04    0.00    0.00    0.00    0.00   -2.04    0.00    0.00    0.00   159.0    0.00
 190 24 2018    0.00    0.00    0.00    1.20    0.00    0.00    0.00    0.00   -1.20    0.00    0.00    0.00   160.2    0.00
 191 24 2018    0.00    0.00    0.00    0.71    0.00    0.00    0.00    0.00   -0.71    0.00    0.00    0.00   160.9    0.00
 192 24 2018    0.08    0.00    0.00    0.49    0.00    0.00    0.00    0.00   -0.41    0.00    0.00    0.00   161.4    0.00
 193 24 2018    2.00    0.00    0.00    1.63    0.00    0.00    0.00    0.00    0.37    0.00    0.00    0.00   163.0    0.00
 194 24 2018    1.92    0.00    0.00    1.95    0.00    0.00    0.00    0.00   -0.03    0.00    0.00    0.00   165.0    0.00
 195 24 2018    0.50    0.00    0.00    0.82    0.00    0.00    0.00    0.00   -0.33    0.00    0.00    0.00   165.8    0.00
 196 24 2018   11.58    0.00    0.00    0.67    0.00    0.00    0.00    0.00   10.91    0.00    0.00    0.00   166.5    0.00
 197 24 2018    1.92    0.00    0.00    3.00    0.00    0.00    0.00    0.00   -1.08    0.00    0.00    0.00   169.5    0.00
 198 24 2018    0.00    0.00    0.00    3.25    0.00    0.00    0.00    0.00   -3.25    0.00    0.00    0.00   172.7    0.00
 199 24 2018    0.00    0.00    0.00    2.62    0.00    0.00    0.00    0.00   -2.62    0.00    0.00    0.00   175.4    0.00
 200 24 2018    0.00    0.00    0.00    1.40    0.00    0.00    0.00    0.00   -1.40    0.00    0.00    0.00   176.7    0.00
 201 24 2018    0.04    0.00    0.00    0.84    0.00    0.00    0.00    0.00   -0.80    0.00    0.00    0.00   177.6    0.00
 202 24 2018    1.58    0.00    0.00    1.27    0.00    0.00    0.00    0.00    0.31    0.00    0.00    0.00   178.9    0.00
 203 24 2018   14.88    0.00    0.00    2.06    0.00    0.00    0.00    0.00   12.81    0.00    0.00    0.00   180.9    0.00
 204 24 2018   11.50    0.00    0.00    1.01    0.00    0.00    0.00    0.00   10.49    0.00    0.00    0.00   181.9    0.00
 205 24 2018    0.13    0.00    0.00    3.10    0.00    0.00    0.00    0.00   -3.09    0.11    0.00    0.00   185.0    0.00
 206 24 2018    2.96    0.00    0.00    2.54    0.00    0.00    0.00    0.00    0.30    0.12    0.00    0.00   187.6    0.00
 207 24 2018    1.96    0.00    0.00    2.39    0.00    0.00    0.00    0.00   -0.55    0.12    0.00    0.00   190.0    0.00
 208 24 2018    0.96    0.00    0.00    3.01    0.00    0.00    0.00    0.00   -2.15    0.10    0.00    0.00   193.0    0.00
 209 24 2018    0.00    0.00    0.00    2.40    0.00    0.00    0.00    0.00   -2.46    0.06    0.00    0.00   195.4    0.00
