
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
  95 24 2018    0.67    0.45    0.22    2.01    1.72    0.01    0.00    0.00   -0.15    0.00    0.00   16.53    83.5    0.01
  96 24 2018   15.58    0.00    2.60    0.48    0.00    0.00   13.40    0.00    5.73    0.02    0.00   10.10    83.9   -0.01
  97 24 2018    6.21    2.19    1.76    2.12    0.00    0.01    2.68    0.00    0.33    0.06    0.00   11.95    86.1    0.00
  98 24 2018   10.67    2.83    1.23    3.85    0.00   -0.02    4.58    0.00   -0.07    0.05    0.00   14.76    89.9   -0.01
  99 24 2018    2.88    3.46    0.00    3.34    1.17    0.00   -1.47    0.00   -0.46    0.04    0.00   17.41    93.2    0.00
 100 24 2018    0.00    5.02    0.00    2.69    2.66    0.00   -5.02    0.00   -0.59    0.03    0.44   19.88    95.9   -0.02
 101 24 2018    0.04    9.71    0.01    3.91    3.87    0.00   -9.67    0.00    0.64    0.03    5.98   19.04    99.8   -0.02
 102 24 2018    0.96    5.42    0.00    4.72    3.96    0.01   -4.50    0.00    1.02    0.03    1.36   17.36   104.6    0.02
 103 24 2018    0.04    0.17    0.01    1.32    0.18   -0.01    0.00    0.00   -0.68    0.06    0.00   16.71   105.9   -0.02
 104 24 2018    1.00    4.17    0.02    2.87    1.52    0.01    0.00    0.00    0.55    0.06    0.00   14.20   108.8    0.01
 105 24 2018    0.96    2.89    0.00    3.83    2.58    0.00    0.00    0.00    0.54    0.10    0.00   10.72   112.6   -0.01
 106 24 2018    0.13    0.00    0.04    3.30    2.71   -0.01    0.00    0.00   -0.54    0.09    0.00    8.00   115.9   -0.04
 107 24 2018    2.88    1.80    0.00    3.38    1.48    0.00    0.76    0.00   -0.04    0.06    0.00    6.75   119.3    0.00
 108 24 2018    0.00    0.48    0.00    2.74    2.25    0.00   -0.76    0.00    0.38    0.05    0.00    4.47   122.0   -0.12
 109 24 2018    0.25    0.31    0.08    2.94    2.26    0.01    0.00    0.00   -0.70    0.05    0.00    2.24   125.0    0.10
 110 24 2018    5.96    1.72    0.84    1.24    0.04    0.00    3.22    0.00    1.92    1.05    0.00    0.00   126.2    0.00
 111 24 2018    4.79    0.00    0.30    2.12    0.00    0.01    3.38    0.00   -0.68    0.47    0.00    0.00   128.3    0.04
 112 24 2018    0.04    4.73    0.01    2.15    1.82    0.00   -4.61    0.00   -0.43    0.29    0.00    2.96   130.5   -0.03
 113 24 2018    1.50    1.86    0.23    3.93    3.30    0.00   -1.98    0.00    0.65    1.22    0.00    0.42   134.4    0.00
 114 24 2018   12.46    0.00    2.59    0.33    0.00   -0.01   10.45    0.00   -0.56    0.53    0.00    0.00   134.7   -0.22
 115 24 2018    0.00    5.18    0.00    4.17    1.57    0.00   -5.07    0.00    0.30    0.39    0.00    2.81   138.9   -0.01
 116 24 2018    0.00    4.21    0.00    1.80    1.77    0.00   -4.01    0.00    0.36    0.85    0.00    3.82   140.7   -0.01
 117 24 2018    0.00    0.57    0.00    3.54    3.04    0.01   -1.37    0.00    0.04    0.48    0.00    1.13   144.2   -0.01
 118 24 2018    0.00    0.00    0.00    3.56    2.85    0.01    0.00    0.00   -2.83    0.51    0.00    0.00   147.8   -0.12
 119 24 2018    0.00    0.00    0.00    4.26    3.37   -0.01    0.00    0.00   -4.58    0.31    0.00    0.00   152.0    0.02
 120 24 2018    0.08    0.06    0.03    4.23    3.24    0.01    0.00    0.00   -4.38    0.19    0.00    0.00   156.3    0.01
 121 24 2018    2.75    2.01    0.42    1.73    0.83    0.00    0.00    0.00   -0.01    0.14    0.00    0.50   158.0    0.00
 122 24 2018   20.21    0.98    2.61    0.15    0.00    0.00   17.50    0.00    0.75    0.12    0.00    0.00   158.2    0.00
 123 24 2018   23.96    4.38    2.55    0.29    0.00    0.00   19.37    0.00    4.27    0.10    0.00    0.00   158.4   -0.01
 124 24 2018    0.00    4.28    0.00    3.36    0.81    0.00   -4.29    0.00    3.36    0.09    0.00    0.00   161.8    0.02
 125 24 2018    0.00   10.59    0.00    3.43    3.41    0.00  -10.58    0.00    5.56    0.55    0.00    1.16   165.2   -0.13
 126 24 2018    0.00   10.75    0.00    2.64    2.62    0.00  -10.69    0.00   -1.63   11.02    0.00    0.00   167.9   -0.18
 127 24 2018    0.00   11.43    0.00    3.41    3.39    0.00  -11.32    0.00   -0.13    7.77    0.00    0.00   171.3    0.27
 128 24 2018    0.00    0.00    0.00    5.31    3.96    0.00    0.00    0.00   -6.07    0.90    0.00    0.00   176.6   -0.13
 129 24 2018    0.00    0.00    0.00    5.05    3.79    0.00    0.00    0.00   -5.37    0.32    0.00    0.00   181.7   -0.01
 130 24 2018    0.04    0.00    0.01    5.49    4.11    0.01    0.00    0.00   -5.63    0.14    0.00    0.00   187.1    0.01
 131 24 2018    1.04    0.06    0.09    2.65    1.84    0.00    0.00    0.00   -1.72    0.04    0.00    0.00   189.8    0.00
 132 24 2018    2.38    0.06    0.36    1.77    0.60    0.00    0.00    0.00    0.31    0.04    0.00    0.00   191.6   -0.02
 133 24 2018   10.58    1.70    2.17    2.00    0.00   -0.01    0.00    0.00    6.75    0.04    0.00    0.00   193.6   -0.01
 134 24 2018    0.96    0.14    1.02    1.75    0.00    0.00    0.00    0.00    0.29    0.04    0.00    0.00   195.3    0.02
 135 24 2018    0.00    0.00    0.00    3.00    1.31    0.00    0.00    0.00   -2.03    0.06    0.00    0.00   198.3   -0.02
 136 24 2018    0.00    0.00    0.00    5.09    3.71    0.00    0.00    0.00   -5.79    0.74    0.00    0.00   203.4   -0.04
 137 24 2018    0.04    0.00    0.01    5.43    3.91   -0.01    0.00    0.00   -5.64    0.29    0.00    0.00   208.8   -0.04
 138 24 2018    1.63    0.59    0.22    2.00    1.20    0.01    0.00    0.00   -0.71    0.08    0.00    0.00   210.8    0.03
 139 24 2018   15.42    3.31    2.63    0.68    0.00    0.00    4.19    0.00    8.01    0.13    0.00    0.00   211.5    0.00
 140 24 2018    1.92    5.32    1.47    1.67    0.00    0.00   -4.19    0.00    4.25    1.36    0.00    0.00   213.2    0.00
 141 24 2018    0.04    0.03    0.01    4.62    2.09    0.00    0.00    0.00   -4.50    1.42    0.00    0.00   217.8   -0.05
 142 24 2018    0.96    0.14    0.00    3.85    2.53    0.01    0.00    0.00   -3.29    0.41    0.00    0.00   221.6   -0.01
 143 24 2018    0.00    0.00    0.00    3.23    2.24    0.00    0.00    0.00   -3.39    0.16    0.00    0.00   224.9    0.00
 144 24 2018    0.00    0.00    0.00    5.25    3.80   -0.01    0.00    0.00   -5.32    0.07    0.00    0.00   230.1    0.02
 145 24 2018    0.00    0.00    0.00    5.11    3.84    0.02    0.00    0.00   -5.16    0.03    0.00    0.00   235.2    0.01
 146 24 2018    0.00    0.00    0.00    4.66    3.36   -0.03    0.00    0.00   -4.63    0.01    0.00    0.00   239.9   -0.02
 147 24 2018    0.04    0.00    0.01    1.84    0.98    0.02    0.00    0.00   -1.84    0.01    0.00    0.00   241.7   -0.01
 148 24 2018    0.96    0.00    0.00    1.02    0.18   -0.01    0.00    0.00   -0.09    0.01    0.00    0.00   242.8    0.04
 149 24 2018    0.00    0.00    0.00    1.20    0.41   -0.01    0.00    0.00   -1.20    0.00    0.00    0.00   244.0    0.00
 150 24 2018    0.00    0.00    0.00    0.79    0.34    0.00    0.00    0.00   -0.78    0.00    0.00    0.00   244.7   -0.01
 151 24 2018    0.00    0.00    0.00    0.56    0.26   -0.01    0.00    0.00   -0.57    0.00    0.00    0.00   245.3    0.02
 152 24 2018    0.00    0.00    0.00    0.54    0.18    0.00    0.00    0.00   -0.53    0.00    0.00    0.00   245.9   -0.02
 153 24 2018    0.00    0.00    0.00    0.34    0.11    0.02    0.00    0.00   -0.37    0.00    0.00    0.00   246.2    0.01
 154 24 2018    0.00    0.00    0.00    0.22    0.05   -0.01    0.00    0.00   -0.21    0.00    0.00    0.00   246.4   -0.01
 155 24 2018    0.00    0.00    0.00    0.39    0.09    0.00    0.00    0.00   -0.38    0.00    0.00    0.00   246.8   -0.01
 156 24 2018    0.00    0.00    0.00    0.27    0.05    0.00    0.00    0.00   -0.29    0.00    0.00    0.00   247.1    0.01
 157 24 2018    0.00    0.00    0.00    0.15    0.00    0.01    0.00    0.00   -0.18    0.00    0.00    0.00   247.2    0.02
 158 24 2018    0.00    0.00    0.00    0.26    0.00   -0.02    0.00    0.00   -0.25    0.00    0.00    0.00   247.5    0.00
 159 24 2018    0.00    0.00    0.00    0.18    0.00    0.01    0.00    0.00   -0.18    0.00    0.00    0.00   247.7   -0.01
 160 24 2018    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00   247.9    0.00
 161 24 2018    0.00    0.00    0.00    0.21    0.01    0.01    0.00    0.00   -0.23    0.00    0.00    0.00   248.1    0.01
 162 24 2018    0.00    0.00    0.00    0.24    0.01   -0.01    0.00    0.00   -0.22    0.00    0.00    0.00   248.3   -0.01
 163 24 2018    0.00    0.00    0.00    0.06    0.00    0.02    0.00    0.00   -0.12    0.00    0.00    0.00   248.4    0.02
 164 24 2018    0.00    0.00    0.00    0.15    0.00   -0.01    0.00    0.00   -0.15    0.00    0.00    0.00   248.6    0.00
 165 24 2018    0.04    0.00    0.01    0.16    0.00   -0.01    0.00    0.00   -0.13    0.00    0.00    0.00   248.7   -0.01
 166 24 2018    1.04    0.00    0.03    0.83    0.00    0.04    0.00    0.00    0.16    0.00    0.00    0.00   249.5    0.00
 167 24 2018    3.08    0.00    0.45    1.34    0.00    0.00    0.00    0.00    1.31    0.00    0.00    0.00   250.9    0.01
 168 24 2018   26.83    0.00    2.63    0.91    0.00   -0.01    0.00    0.00   23.75    0.00    0.00    0.00   251.8    0.00
 169 24 2018    0.13    0.00    0.04    3.87    0.16    0.01    0.00    0.00   -1.18    0.01    0.00    0.00   255.7    0.00
 170 24 2018    2.88    0.00    0.20    2.04    0.59    0.00    0.00    0.00    0.61    0.06    0.00    0.00   257.7    0.01
 171 24 2018    0.00    0.00    0.00    2.68    1.72    0.00    0.00    0.00   -2.55    0.08    0.00    0.00   260.4   -0.01
 172 24 2018    0.00    0.00    0.00    5.10    3.43    0.01    0.00    0.00   -5.17    0.05    0.00    0.00   265.5    0.01
 173 24 2018    0.00    0.00    0.00    7.10    4.58   -0.02    0.00    0.00   -7.10    0.02    0.00    0.00   272.6    0.00
 174 24 2018    0.17    0.00    0.05    2.92    1.88    0.00    0.00    0.00   -2.85    0.01    0.00    0.00   275.5    0.03
 175 24 2018    3.83    0.00    0.00    2.58    0.28    0.00    0.00    0.00    1.29    0.01    0.00    0.00   278.1    0.01
 176 24 2018    0.00    0.00    0.00    2.96    1.75   -0.01    0.00    0.00   -2.95    0.01    0.00    0.00   281.1   -0.01
 177 24 2018    0.00    0.00    0.00    1.08    0.60   -0.01    0.00    0.00   -1.09    0.01    0.00    0.00   282.1    0.01
 178 24 2018    0.00    0.00    0.00    0.65    0.32    0.00    0.00    0.00   -0.66    0.01    0.00    0.00   282.8    0.00
 179 24 2018    0.00    0.00    0.00    0.56    0.21   -0.01    0.00    0.00   -0.55    0.01    0.00    0.00   283.3   -0.01
 180 24 2018    0.04    0.00    0.01    0.35    0.11    0.03    0.00    0.00   -0.37    0.01    0.00    0.00   283.7    0.01
 181 24 2018    0.96    0.00    0.00    0.83    0.00    0.00    0.00    0.00    0.12    0.00    0.00    0.00   284.5    0.02
 182 24 2018    0.00    0.00    0.00    0.59    0.09   -0.01    0.00    0.00   -0.56    0.00    0.00    0.00   285.1   -0.03
 183 24 2018    0.00    0.00    0.00    0.40    0.07   -0.01    0.00    0.00   -0.38    0.00    0.00    0.00   285.5   -0.01
 184 24 2018    0.00    0.00    0.00    0.18    0.01    0.00    0.00    0.00   -0.21    0.00    0.00    0.00   285.7    0.02
 185 24 2018    0.00    0.00    0.00    0.07    0.00    0.03    0.00    0.00   -0.13    0.00    0.00    0.00   285.8    0.02
 186 24 2018    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00   -0.12    0.00    0.00    0.00   285.9    0.03
 187 24 2018    0.29    0.00    0.10    0.19    0.01   -0.01    0.00    0.00    0.00    0.00    0.00    0.00   286.0    0.01
 188 24 2018    6.71    0.00    0.43    3.22    0.30    0.02    0.00    0.00    3.14    0.00    0.00    0.00   289.3    0.00
 189 24 2018    0.00    0.00    0.00    2.61    1.21    0.00    0.00    0.00   -2.21    0.00    0.00    0.00   291.9    0.02
 190 24 2018    0.00    0.00    0.00    0.70    0.25   -0.03    0.00    0.00   -0.68    0.00    0.00    0.00   292.6    0.00
 191 24 2018    0.00    0.00    0.00    0.45    0.13   -0.02    0.00    0.00   -0.49    0.00    0.00    0.00   293.0    0.05
 192 24 2018    0.08    0.00    0.03    0.27    0.04    0.02    0.00    0.00   -0.28    0.00    0.00    0.00   293.3    0.05
 193 24 2018    2.00    0.00    0.03    1.32    0.00    0.02    0.00    0.00    0.63    0.00    0.00    0.00   294.6    0.03
 194 24 2018    1.92    0.00    0.00    1.86    0.01   -0.01    0.00    0.00    0.08    0.00    0.00    0.00   296.5    0.01
 195 24 2018    0.50    0.00    0.16    0.66    0.05    0.00    0.00    0.00   -0.34    0.00    0.00    0.00   297.1    0.01
 196 24 2018   11.58    0.00    2.64    1.44    0.00    0.00    0.00    0.00    7.63    0.00    0.00    0.00   298.6    0.03
 197 24 2018    1.92    0.00    0.06    5.03    0.82    0.01    0.00    0.00   -0.50    0.00    0.00    0.00   303.6   -0.03
 198 24 2018    0.00    0.00    0.00    3.98    2.54   -0.02    0.00    0.00   -3.89    0.00    0.00    0.00   307.6   -0.02
 199 24 2018    0.00    0.00    0.00    1.87    0.92    0.00    0.00    0.00   -1.89    0.00    0.00    0.00   309.4    0.01
 200 24 2018    0.00    0.00    0.00    0.80    0.36   -0.01    0.00    0.00   -0.80    0.00    0.00    0.00   310.3    0.00
 201 24 2018    0.04    0.00    0.01    0.42    0.14    0.00    0.00    0.00   -0.39    0.00    0.00    0.00   310.7   -0.01
 202 24 2018    1.58    0.00    0.20    0.95    0.00    0.02    0.00    0.00    0.42    0.00    0.00    0.00   311.6    0.00
 203 24 2018   14.88    0.00    1.87    4.36    0.41    0.02    0.00    0.00    8.80    0.00    0.00    0.00   316.0    0.02
 204 24 2018   11.50    0.00    2.64    1.66    0.00   -0.01    0.00    0.00    9.07    0.00    0.00    0.00   317.6    0.01
 205 24 2018    0.13    0.00    0.04    4.13    0.56    0.00    0.00    0.00   -1.37    0.00    0.00    0.00   321.8   -0.04
 206 24 2018    2.96    0.00    0.22    4.07    2.12    0.00    0.00    0.00   -1.31    0.01    0.00    0.00   325.8    0.01
 207 24 2018    1.96    0.00    0.08    3.65    1.86    0.00    0.00    0.00   -1.57    0.01    0.00    0.00   329.5    0.02
 208 24 2018    0.96    0.00    0.00    4.47    2.63   -0.01    0.00    0.00   -3.44    0.01    0.00    0.00   334.0    0.01
