
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
 209 24 2018    0.00    0.00    0.00    3.20    2.32    0.01    0.00    0.00   -3.23    0.01    0.00    0.00   355.0    0.01
 210 24 2018    0.00    0.00    0.00    2.14    1.12   -0.01    0.00    0.00   -2.12    0.01    0.00    0.00   357.1   -0.01
 211 24 2018    0.00    0.00    0.00    0.79    0.38   -0.02    0.00    0.00   -0.75    0.01    0.00    0.00   357.9   -0.03
 212 24 2018    0.00    0.00    0.00    0.62    0.29    0.02    0.00    0.00   -0.65    0.01    0.00    0.00   358.5    0.01
 213 24 2018    0.00    0.00    0.00    0.36    0.14    0.00    0.00    0.00   -0.37    0.01    0.00    0.00   358.9    0.01
 214 24 2018    0.13    0.00    0.05    0.40    0.14   -0.01    0.00    0.00   -0.35    0.01    0.00    0.00   359.3    0.03
 215 24 2018    2.88    0.00    0.00    1.97    0.01    0.00    0.00    0.00    0.95    0.01    0.00    0.00   361.3    0.01
 216 24 2018    0.08    0.00    0.03    1.10    0.33    0.01    0.00    0.00   -1.10    0.00    0.00    0.00   362.4    0.04
 217 24 2018    1.92    0.00    0.08    1.64    0.03    0.02    0.00    0.00    0.18    0.00    0.00    0.00   364.0    0.02
 218 24 2018    0.00    0.00    0.00    0.77    0.11   -0.01    0.00    0.00   -0.64    0.00    0.00    0.00   364.8   -0.04
 219 24 2018    0.04    0.00    0.02    0.37    0.07   -0.01    0.00    0.00   -0.32    0.00    0.00    0.00   365.1   -0.02
 220 24 2018    0.96    0.00    0.00    0.95    0.01    0.00    0.00    0.00    0.01    0.00    0.00    0.00   366.1    0.01
 221 24 2018    0.00    0.00    0.00    0.42    0.05    0.01    0.00    0.00   -0.47    0.00    0.00    0.00   366.5    0.04
 222 24 2018    0.00    0.00    0.00    0.28    0.05    0.00    0.00    0.00   -0.29    0.00    0.00    0.00   366.8    0.01
 223 24 2018    0.00    0.00    0.00    0.32    0.05   -0.02    0.00    0.00   -0.32    0.00    0.00    0.00   367.1    0.01
 224 24 2018    0.00    0.00    0.00    0.29    0.02   -0.01    0.00    0.00   -0.26    0.00    0.00    0.00   367.4   -0.02
 225 24 2018    0.00    0.00    0.00    0.17    0.00    0.01    0.00    0.00   -0.21    0.00    0.00    0.00   367.6    0.02
 226 24 2018    0.00    0.00    0.00   -0.04    0.00    0.02    0.00    0.00    0.03    0.00    0.00    0.00   367.5   -0.01
 227 24 2018    0.00    0.00    0.00    0.30    0.00   -0.02    0.00    0.00   -0.28    0.00    0.00    0.00   367.8    0.00
 228 24 2018    0.00    0.00    0.00    0.12    0.00    0.01    0.00    0.00   -0.15    0.00    0.00    0.00   368.0    0.02
 229 24 2018    0.04    0.00    0.02    0.07    0.00    0.00    0.00    0.00   -0.09    0.00    0.00    0.00   368.0    0.04
 230 24 2018    0.96    0.00    0.00    0.81    0.00    0.00    0.00    0.00    0.15    0.00    0.00    0.00   368.8    0.01
 231 24 2018    0.00    0.00    0.00    0.34    0.00   -0.01    0.00    0.00   -0.30    0.00    0.00    0.00   369.2   -0.03
 232 24 2018    0.17    0.00    0.06    0.15    0.00    0.00    0.00    0.00   -0.02    0.00    0.00    0.00   369.3   -0.03
 233 24 2018    3.83    0.00    0.02    1.84    0.00    0.01    0.00    0.00    1.99    0.00    0.00    0.00   371.2    0.02
 234 24 2018    0.00    0.00    0.00    1.04    0.27    0.01    0.00    0.00   -1.02    0.00    0.00    0.00   372.2   -0.01
 235 24 2018    0.00    0.00    0.00    0.42    0.04   -0.02    0.00    0.00   -0.40    0.00    0.00    0.00   372.6    0.00
 236 24 2018    0.04    0.00    0.02    0.29    0.03    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   372.9    0.00
 237 24 2018    0.96    0.00    0.00    0.94    0.00    0.00    0.00    0.00    0.04    0.00    0.00    0.00   373.9   -0.02
 238 24 2018    0.17    0.00    0.06    0.43    0.01   -0.01    0.00    0.00   -0.30    0.00    0.00    0.00   374.3   -0.02
 239 24 2018    3.83    0.11    0.00    3.13    0.00    0.01    0.00    0.00    0.74    0.00    0.00    0.00   377.4    0.01
 240 24 2018    0.00    0.00    0.00    0.63    0.01    0.00    0.00    0.00   -0.64    0.00    0.00    0.00   378.1    0.02
 241 24 2018    0.00    0.00    0.00    0.38    0.01   -0.03    0.00    0.00   -0.35    0.00    0.00    0.00   378.4   -0.01
 242 24 2018    0.00    0.00    0.00    0.21    0.01    0.00    0.00    0.00   -0.20    0.00    0.00    0.00   378.6    0.00
 243 24 2018    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00   378.8    0.02
 244 24 2018    0.00    0.00    0.00   -0.01    0.00    0.04    0.00    0.00   -0.07    0.00    0.00    0.00   378.8    0.03
 245 24 2018    0.00    0.00    0.00    0.19    0.00   -0.01    0.00    0.00   -0.18    0.00    0.00    0.00   379.0    0.00
 246 24 2018    0.00    0.00    0.00    0.13    0.00   -0.02    0.00    0.00   -0.09    0.00    0.00    0.00   379.1   -0.02
 247 24 2018    0.25    0.00    0.09    0.05    0.00    0.04    0.00    0.00    0.06    0.00    0.00    0.00   379.1    0.01
 248 24 2018    5.79    0.00    0.64    2.08    0.00   -0.02    0.00    0.00    3.16    0.00    0.00    0.00   381.2    0.01
 249 24 2018    1.00    0.05    0.02    1.28    0.00   -0.01    0.00    0.00    0.33    0.00    0.00    0.00   382.5    0.00
 250 24 2018    1.00    0.16    0.04    0.93    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.00   383.4    0.04
 251 24 2018    0.96    0.05    0.00    1.66    0.20    0.00    0.00    0.00   -0.67    0.00    0.00    0.00   385.1   -0.01
 252 24 2018    0.00    0.00    0.00    1.06    0.31   -0.02    0.00    0.00   -1.07    0.00    0.00    0.00   386.2    0.02
 253 24 2018    0.00    0.00    0.00    0.51    0.17   -0.03    0.00    0.00   -0.51    0.00    0.00    0.00   386.7    0.02
 254 24 2018    0.00    0.00    0.00    0.30    0.09    0.01    0.00    0.00   -0.31    0.00    0.00    0.00   387.0    0.00
 255 24 2018    0.00    0.00    0.00    0.33    0.06    0.00    0.00    0.00   -0.32    0.00    0.00    0.00   387.3   -0.01
 256 24 2018    0.00    0.00    0.00    0.30    0.03    0.00    0.00    0.00   -0.29    0.00    0.00    0.00   387.6    0.00
 257 24 2018    0.00    0.00    0.00    0.18    0.01    0.02    0.00    0.00   -0.22    0.00    0.00    0.00   387.8    0.01
 258 24 2018    0.00    0.00    0.00    0.16    0.00   -0.01    0.00    0.00   -0.18    0.00    0.00    0.00   387.9    0.02
 259 24 2018    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00   388.1   -0.01
 260 24 2018    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00   388.2    0.01
 261 24 2018    0.08    0.00    0.03    0.10    0.00    0.00    0.00    0.00   -0.07    0.00    0.00    0.00   388.3    0.02
 262 24 2018    1.92    0.00    0.00    1.41    0.00    0.01    0.00    0.00    0.52    0.00    0.00    0.00   389.7   -0.01
 263 24 2018    0.00    0.00    0.00    0.54    0.00   -0.01    0.00    0.00   -0.54    0.00    0.00    0.00   390.2    0.02
 264 24 2018    0.00    0.00    0.00    0.12    0.00   -0.01    0.00    0.00   -0.10    0.00    0.00    0.00   390.4   -0.01
 265 24 2018    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.19    0.00    0.00    0.00   390.6    0.00
 266 24 2018    0.13    0.08    0.05    0.12    0.00    0.00    0.00    0.00   -0.02    0.00    0.00    0.00   390.7   -0.02
 267 24 2018    2.88    0.64    0.00    2.12    0.00    0.00    0.00    0.00    0.80    0.00    0.00    0.00   392.8    0.00
 268 24 2018    0.00    0.00    0.00    0.56    0.01    0.03    0.00    0.00   -0.63    0.00    0.00    0.00   393.4    0.03
 269 24 2018    0.00    0.00    0.00    0.24    0.00   -0.03    0.00    0.00   -0.19    0.00    0.00    0.00   393.6   -0.01
 270 24 2018    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00   393.7   -0.01
 271 24 2018    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.09    0.00    0.00    0.00   393.8   -0.01
 272 24 2018    0.00    0.00    0.00    0.11    0.00    0.01    0.00    0.00   -0.12    0.00    0.00    0.00   393.9    0.00
 273 24 2018    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00   394.0    0.01
 274 24 2018    0.00    0.00    0.00   -0.09    0.00    0.02    0.00    0.00    0.05    0.00    0.00    0.00   394.0    0.01
 275 24 2018    0.00    0.00    0.00    0.03    0.00    0.01    0.00    0.00   -0.03    0.00    0.00    0.00   394.0   -0.01
 276 24 2018    0.13    0.00    0.05    0.12    0.00   -0.01    0.00    0.00    0.00    0.00    0.00    0.00   394.1   -0.03
 277 24 2018    2.92    0.00    0.02    1.94    0.00   -0.01    0.00    0.00    1.03    0.00    0.00    0.00   396.1   -0.02
 278 24 2018    1.04    0.21    0.19    0.99    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00   397.0   -0.01
 279 24 2018    1.96    2.45    0.25    0.81    0.00    0.00    0.00    0.00    1.08    0.00    0.00    0.00   397.8    0.00
 280 24 2018    1.17    1.17    0.19    0.85    0.00   -0.01    0.00    0.00    0.24    0.00    0.00    0.16   398.7    0.00
 281 24 2018    4.96    0.78    1.56    0.44    0.00   -0.01    3.46    0.00   -0.17    0.00    0.00    0.00   399.1    0.02
 282 24 2018    4.15    0.00    2.82    0.22    0.00    0.00    2.81    0.00   -0.16    0.00    0.00    0.00   399.4    0.02
 283 24 2018    7.33    0.00    2.96    0.31    0.00    0.00    6.93    0.00   -0.06    0.00    0.00    0.00   399.7    0.01
 284 24 2018    3.35    4.57    1.47    2.35    0.00    0.00   -2.09    0.00    4.57    0.00    0.00    0.00   402.0    0.02
 285 24 2018    0.21    3.15    0.08    3.87    2.30   -0.02   -2.89    0.00    0.65    0.00    0.00    0.00   405.9   -0.01
 286 24 2018    5.21    4.58    0.53    3.87    2.42    0.01   -1.13    0.00    2.00    0.00    0.00    0.00   409.7    0.00
 287 24 2018    9.58    0.52    2.82    1.04    0.00    0.01    5.70    0.00    0.51    0.00    0.00    0.00   410.8    0.02
 288 24 2018    0.04    0.17    1.20    1.66    0.00    0.00   -0.10    0.00    0.11    0.00    0.00    0.00   412.4    0.00
 289 24 2018    0.96    1.95    0.07    2.00    0.51   -0.01   -1.19    0.00    1.28    0.00    0.00    0.00   414.4    0.00
 290 24 2018    0.00    1.53    0.00    1.15    1.11    0.03   -1.48    0.00    0.35    0.00    0.00    0.00   415.6    0.01
 291 24 2018    0.00    0.84    0.00    1.15    1.08   -0.01   -0.85    0.00   -0.29    0.00    0.00    0.00   416.8   -0.01
 292 24 2018    0.00    3.57    0.00    1.54    1.49    0.01   -3.53    0.00    2.01    0.00    0.00    0.00   418.3   -0.02
 293 24 2018    0.00    4.34    0.00    1.64    1.52   -0.04   -4.23    0.00    2.62    0.00    0.00    0.00   419.9    0.01
 294 24 2018    0.00    0.15    0.00    2.00    1.74    0.02   -1.42    0.00   -0.61    0.00    0.00    0.00   421.9    0.01
 295 24 2018    0.00    0.00    0.00    1.43    1.25    0.01    0.00    0.00   -1.47    0.00    0.00    0.00   423.4    0.03
 296 24 2018    0.00    0.00    0.00    1.41    1.23    0.02    0.00    0.00   -1.45    0.00    0.00    0.00   424.8    0.02
 297 24 2018    0.00    0.00    0.00    1.98    1.39   -0.03    0.00    0.00   -1.91    0.00    0.00    0.00   426.7   -0.03
 298 24 2018    0.00    0.00    0.00    1.71    1.26    0.01    0.00    0.00   -1.68    0.00    0.00    0.00   428.4   -0.03
 299 24 2018    0.00    0.00    0.00    1.58    0.87    0.00    0.00    0.00   -1.59    0.00    0.00    0.00   430.0    0.01
 300 24 2018    0.00    0.00    0.00    1.04    0.44    0.00    0.00    0.00   -1.06    0.00    0.00    0.00   431.1    0.02
 301 24 2018    0.00    0.00    0.00    0.77    0.22   -0.02    0.00    0.00   -0.75    0.00    0.00    0.00   431.8   -0.01
 302 24 2018    0.50    0.00    0.18    0.53    0.19    0.03    0.00    0.00   -0.24    0.00    0.00    0.00   432.4    0.01
 303 24 2018   11.58    0.81    2.97    0.48    0.00   -0.02    7.99    0.00    0.36    0.00    0.00    0.00   432.8   -0.02
 304 24 2018    2.00    0.00    1.13    2.41    0.00    0.01    1.46    0.00   -0.02    0.00    0.00    0.00   435.3   -0.01
 305 24 2018    2.29    0.97    0.14    1.98    0.10    0.01    0.41    0.00    0.88    0.00    0.00    0.00   437.2    0.00
 306 24 2018    8.87   12.64    0.13    3.92    0.71    0.01   -6.92    0.00   11.87    0.00    0.00    0.00   441.2    0.00
 307 24 2018    5.88    5.99    0.49    1.98    0.18   -0.01   -2.94    0.00    6.49    0.00    0.00    0.00   443.1    0.00
 308 24 2018    3.08    0.69    0.08    2.50    0.80   -0.01    0.00    0.00    0.86    0.00    0.00    0.13   445.6    0.02
 309 24 2018    4.83    2.29    0.10    2.77    0.73    0.00    0.00    0.00    2.15    0.01    0.00    0.03   448.4   -0.01
 310 24 2018    1.00    1.46    0.02    1.22    0.58    0.00    0.00    0.00   -0.59    0.07    0.00    0.42   449.6   -0.01
 311 24 2018    0.96    4.62    0.00    0.64    0.07    0.00    0.76    0.00   -0.44    0.06    0.00    0.34   450.3    0.03
 312 24 2018    0.00    0.00    0.00    0.26    0.03   -0.01    0.27    0.00   -0.55    0.03    0.00    0.33   450.5    0.00
 313 24 2018    0.00    0.00    0.00    0.89    0.69   -0.01    0.25    0.00   -1.04    0.01    0.00    0.23   451.4   -0.01
 314 24 2018    0.42    0.00    0.15    1.18    1.14    0.01    0.50    0.00   -1.21    0.01    0.00    0.00   452.6    0.00
 315 24 2018    9.62    0.00    2.97    0.45    0.00    0.01    6.48    0.00   -0.13    0.00    0.00    0.00   453.1   -0.01
 316 24 2018    0.96    0.00    0.11    3.21    0.00    0.00    0.72    0.00   -0.12    0.00    0.00    0.00   456.3    0.01
 317 24 2018    0.00    0.00    0.00    0.32    0.13    0.00    0.01    0.00   -0.20    0.00    0.00    0.00   456.6   -0.02
 318 24 2018    0.00    0.08    0.00    0.91    0.89   -0.01   -0.06    0.00   -0.84    0.00    0.00    0.00   457.5    0.01
 319 24 2018    0.00    0.06    0.00    1.13    1.09    0.00   -0.04    0.00   -1.09    0.00    0.00    0.00   458.6    0.00
 320 24 2018    0.25    0.08    0.09    0.37    0.30    0.01    0.08    0.00   -0.30    0.00    0.00    0.00   459.0    0.00
 321 24 2018    5.75    0.00    1.84    0.35    0.00   -0.01    3.76    0.00   -0.08    0.00    0.00    0.00   459.3   -0.01
 322 24 2018    0.00    0.00    0.00    1.93    0.06   -0.01    0.03    0.00   -0.19    0.00    0.00    0.00   461.3    0.09
 323 24 2018    0.00    0.00    0.00    0.05    0.01    0.01    0.04    0.00   -0.10    0.00    0.00    0.00   461.3    0.00
 324 24 2018    0.00    0.00    0.00    0.16    0.14   -0.01    0.03    0.00   -0.18    0.00    0.00    0.00   461.5    0.00
 325 24 2018    0.00    0.08    0.00    0.26    0.24    0.00   -0.09    0.00   -0.16    0.00    0.00    0.00   461.7   -0.01
 326 24 2018    0.13    0.05    0.05    0.09    0.13    0.03   -0.02    0.00   -0.06    0.00    0.00    0.00   461.8    0.03
 327 24 2018    3.33    1.69    0.17    1.13    0.04    0.00    0.34    0.00    1.74    0.00    0.00    0.00   463.0   -0.01
 328 24 2018   10.58    2.41    1.49    2.57    0.00   -0.02    4.30    0.00    2.00    0.00    0.00    0.41   465.5    0.00
 329 24 2018    0.96    0.00    0.00    2.12    0.18   -0.01    0.58    0.00    0.16    0.00    0.00    0.00   467.7    0.01
 330 24 2018    0.00    0.00    0.00    0.17    0.00    0.00   -0.04    0.00   -0.09    0.00    0.00    0.00   467.8   -0.03
 331 24 2018    0.17    0.00    0.06    0.09    0.03    0.01    0.09    0.00   -0.08    0.00    0.00    0.00   467.9    0.00
 332 24 2018    3.83    0.00    0.15    1.31    0.03    0.03    2.42    0.00   -0.28    0.00    0.00    0.00   469.2    0.27
 333 24 2018    0.04    0.00    0.01    0.44    0.17   -0.03   -0.01    0.00   -0.19    0.00    0.00    0.00   469.7   -0.04
 334 24 2018    0.96    0.00    0.00    0.39    0.00    0.01    0.61    0.00   -0.27    0.00    0.00    0.00   470.1    0.24
 335 24 2018    0.00    0.00    0.00    0.14    0.00   -0.02   -0.03    0.00   -0.05    0.00    0.00    0.00   470.2   -0.05
 336 24 2018    0.04    0.00    0.01    0.02    0.00    0.01    0.04    0.00   -0.05    0.00    0.00    0.00   470.2    0.01
 337 24 2018    0.96    0.00    0.00    0.37    0.00   -0.01    0.64    0.00   -0.38    0.00    0.00    0.00   470.6    0.36
 338 24 2018    0.08    0.00    0.03    0.11    0.00   -0.01    0.01    0.00   -0.05    0.00    0.00    0.00   470.7   -0.02
 339 24 2018    1.96    0.00    0.01    0.74    0.00    0.01    1.23    0.00   -0.25    0.00    0.00    0.00   471.4    0.24
 340 24 2018    0.96    0.11    0.08    0.28    0.00    0.00    0.47    0.00    0.14    0.00    0.00    0.00   471.7    0.01
 341 24 2018    0.00    0.00    0.00    0.07    0.00    0.01    0.01    0.00   -0.11    0.00    0.00    0.00   471.8    0.09
 342 24 2018    0.00    0.00    0.00    0.07    0.00   -0.01   -0.03    0.00   -0.02    0.00    0.00    0.00   471.9   -0.01
 343 24 2018    0.00    0.00    0.00    0.10    0.00   -0.02   -0.03    0.00   -0.03    0.00    0.00    0.00   472.0   -0.02
 344 24 2018    0.00    0.00    0.00    0.06    0.02    0.00   -0.04    0.00   -0.02    0.00    0.00    0.00   472.0    0.00
 345 24 2018    0.08    0.00    0.03    0.10    0.00    0.00    0.00    0.00   -0.03    0.00    0.00    0.00   472.1   -0.02
 346 24 2018    1.92    0.00    0.00    0.73    0.00    0.02    1.22    0.00   -0.20    0.00    0.00    0.00   472.9    0.18
 347 24 2018    0.00    0.00    0.00    0.03    0.00   -0.01    0.01    0.00   -0.03    0.00    0.00    0.00   472.9    0.01
 348 24 2018    0.00    0.00    0.00    0.02    0.01    0.00   -0.01    0.00   -0.01    0.00    0.00    0.00   472.9    0.00
 349 24 2018    0.00    0.00    0.00    0.05    0.02    0.00   -0.03    0.00    0.00    0.00    0.00    0.00   473.0   -0.01
 350 24 2018    0.00    0.00    0.00    0.18    0.17    0.00   -0.02    0.00   -0.16    0.00    0.00    0.00   473.1    0.00
 351 24 2018    0.00    0.00    0.00    0.10    0.11    0.01   -0.02    0.00   -0.10    0.00    0.00    0.00   473.2    0.01
 352 24 2018    0.21    0.00    0.07    0.00    0.05    0.00    0.11    0.00   -0.06    0.00    0.00    0.00   473.2    0.08
 353 24 2018    4.79    0.00    0.10    1.74    0.00    0.00    3.07    0.00   -0.05    0.00    0.00    0.00   475.0    0.01
 354 24 2018    0.00    0.00    0.00    0.13    0.01    0.00    0.01    0.00   -0.02    0.00    0.00    0.00   475.1   -0.01
 355 24 2018    0.13    0.00    0.04    0.09    0.01    0.00    0.06    0.00   -0.02    0.00    0.00    0.00   475.2   -0.06
 356 24 2018    2.88    0.00    0.00    1.13    0.00   -0.01    1.83    0.00   -0.03    0.00    0.00    0.00   476.3   -0.01
 357 24 2018    0.08    0.00    0.03    0.00    0.00    0.01    0.06    0.00   -0.02    0.00    0.00    0.00   476.3    0.01
 358 24 2018    1.92    0.00    0.03    0.69    0.00    0.00    1.23    0.00   -0.08    0.00    0.00    0.00   477.0    0.08
 359 24 2018    0.04    0.00    0.01    0.04    0.00    0.00    0.05    0.00   -0.03    0.00    0.00    0.00   477.1   -0.01
 360 24 2018    0.96    0.00    0.11    0.24    0.00    0.00    0.63    0.00   -0.35    0.00    0.00    0.00   477.3    0.34
 361 24 2018    0.04    0.00    0.01    0.14    0.00    0.00    0.05    0.00   -0.03    0.00    0.00    0.00   477.5   -0.02
 362 24 2018    0.96    0.00    0.02    0.34    0.00    0.00    0.64    0.00   -0.03    0.00    0.00    0.00   477.8   -0.01
 363 24 2018    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00   477.8    0.23
 364 24 2018    0.08    0.00    0.03    0.02    0.00    0.01    0.05    0.00   -0.23    0.00    0.00    0.00   477.8    0.22
