
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
 102 24 2018    0.96    4.94    0.00    5.38    4.38    0.01   -4.14    0.00   -0.32    0.01    1.71   17.78   115.7   -0.01
 103 24 2018    0.04    0.16    0.02    1.29    0.19   -0.01    0.00    0.00   -0.15    0.01    0.00   16.70   117.0   -0.04
 104 24 2018    1.00    3.96    0.02    3.01    1.71    0.01    0.00    0.00   -0.16    0.01    0.00   14.81   120.0    0.02
 105 24 2018    0.96    2.65    0.00    4.09    2.88    0.00    0.00    0.00    0.55    0.01    0.00   11.15   124.1   -0.01
 106 24 2018    0.13    0.00    0.05    3.61    2.99   -0.01    0.00    0.00    0.15    0.01    0.00    7.48   127.7   -0.02
 107 24 2018    2.88    1.91    0.00    3.51    1.65    0.00    0.76    0.00   -0.23    0.01    0.00    6.34   131.2    0.01
 108 24 2018    0.00    0.50    0.00    2.95    2.47    0.00   -0.76    0.00   -0.41    0.01    0.00    4.56   134.1    0.00
 109 24 2018    0.25    0.30    0.09    3.07    2.46    0.01    0.00    0.00    0.55    0.01    0.00    1.10   137.2   -0.01
 110 24 2018    5.96    1.60    0.94    1.34    0.03    0.00    3.11    0.00   -0.09    0.00    0.00    1.82   138.5    0.02
 111 24 2018    4.79    0.00    0.46    2.22    0.00    0.01    3.21    0.00   -0.13    0.00    0.00    1.79   140.7    0.00
 112 24 2018    0.04    4.75    0.02    2.45    1.96    0.00   -4.63    0.00    0.78    0.00    0.00    3.68   143.2    0.00
 113 24 2018    1.50    2.55    0.26    4.28    3.64    0.00   -1.69    0.00   -0.01    0.00    0.00    2.35   147.5    0.00
 114 24 2018   12.46    0.00    2.94    0.34    0.00   -0.01   10.08    0.00    1.75   -0.05    0.00    0.00   147.8    0.02
 115 24 2018    0.00    5.20    0.00    4.41    1.44    0.00   -5.08    0.00   -1.17    0.39    0.00    4.43   152.2   -0.02
 116 24 2018    0.00    4.49    0.00    1.95    1.91    0.00   -4.26    0.00    1.52    3.12    0.00    2.14   154.2   -0.06
 117 24 2018    0.00    0.89    0.00    3.74    3.26    0.01   -0.74    0.00   -1.97    1.15    0.00    0.00   157.9   -0.03
 118 24 2018    0.00    0.00    0.00    3.66    3.03    0.01    0.00    0.00   -3.97    0.27    0.00    0.00   161.6    0.03
 119 24 2018    0.00    0.00    0.00    4.50    3.64   -0.01    0.00    0.00   -4.63    0.12    0.00    0.00   166.1    0.02
 120 24 2018    0.08    0.05    0.03    4.40    3.49    0.01    0.00    0.00   -4.44    0.08    0.00    0.00   170.5    0.01
 121 24 2018    2.75    1.57    0.47    1.84    0.92    0.00    0.00    0.00   -0.04    0.06    0.00    0.45   172.3    0.00
 122 24 2018   20.21    1.18    2.96    0.15    0.00    0.00   16.95    0.00    1.01    0.05    0.00    0.00   172.4    0.00
 123 24 2018   23.96    4.40    2.90    0.29    0.00    0.00   19.35    0.00    4.36    0.04    0.00    0.00   172.7   -0.02
 124 24 2018    0.00    4.18    0.00    3.64    0.74    0.00   -4.19    0.00    3.42    0.04    0.00    0.00   176.4   -0.01
 125 24 2018    0.00   10.40    0.00    3.72    3.72    0.00  -10.39    0.00    5.86    0.24    0.00    0.00   180.1    0.57
 126 24 2018    0.00   10.40    0.00    2.82    2.80    0.00  -10.36    0.00   -1.78    2.78    0.00    6.65   182.9   -0.12
 127 24 2018    0.00   10.19    0.00    3.65    3.62    0.00  -11.37    0.00    1.37   13.07    0.00    0.00   186.6   -0.07
 128 24 2018    0.00    0.00    0.00    5.50    4.29    0.00    0.00    0.00   -6.08    0.62    0.00    0.00   192.1   -0.04
 129 24 2018    0.00    0.00    0.00    5.21    4.06    0.00    0.00    0.00   -5.42    0.20    0.00    0.00   197.3    0.01
 130 24 2018    0.04    0.00    0.02    5.64    4.38    0.01    0.00    0.00   -5.77    0.13    0.00    0.00   202.9    0.00
 131 24 2018    1.04    0.05    0.10    2.81    2.03    0.00    0.00    0.00   -1.96    0.11    0.00    0.00   205.7    0.00
 132 24 2018    2.38    0.05    0.40    1.84    0.67    0.00    0.00    0.00    0.16    0.09    0.00    0.00   207.6   -0.02
 133 24 2018   10.58    1.59    2.48    2.04    0.00   -0.01    0.00    0.00    6.38    0.08    0.00    0.00   209.6    0.01
 134 24 2018    0.96    0.13    1.26    1.82    0.00    0.00    0.00    0.00    0.26    0.08    0.00    0.00   211.4    0.02
 135 24 2018    0.00    0.00    0.00    3.18    1.32    0.00    0.00    0.00   -2.00    0.11    0.00    0.00   214.6   -0.02
 136 24 2018    0.00    0.00    0.00    5.24    3.99    0.00    0.00    0.00   -5.72    0.53    0.00    0.00   219.9   -0.05
 137 24 2018    0.04    0.00    0.02    5.58    4.18   -0.01    0.00    0.00   -5.69    0.19    0.00    0.00   225.4   -0.03
 138 24 2018    1.63    0.56    0.25    2.12    1.33    0.02    0.00    0.00   -0.81    0.05    0.00    0.00   227.6    0.02
 139 24 2018   15.42    3.22    2.99    0.70    0.00    0.00    4.20    0.00    7.73    0.05    0.00    0.00   228.3   -0.01
 140 24 2018    1.92    5.31    1.73    1.78    0.00    0.00   -4.20    0.00    4.99    0.60    0.00    0.00   230.1    0.00
 141 24 2018    0.04    0.03    0.02    4.89    2.18    0.00    0.00    0.00   -4.00    0.92    0.00    0.00   234.9   -0.06
 142 24 2018    0.96    0.13    0.00    4.07    2.82    0.01    0.00    0.00   -3.41    0.29    0.00    0.00   239.0    0.01
 143 24 2018    0.00    0.00    0.00    3.34    2.44    0.00    0.00    0.00   -3.45    0.11    0.00    0.00   242.3   -0.01
 144 24 2018    0.00    0.00    0.00    5.42    4.09   -0.01    0.00    0.00   -5.45    0.05    0.00    0.00   247.8    0.00
 145 24 2018    0.00    0.00    0.00    5.22    4.09    0.02    0.00    0.00   -5.28    0.02    0.00    0.00   253.0    0.02
 146 24 2018    0.00    0.00    0.00    4.02    2.84   -0.03    0.00    0.00   -3.98    0.01    0.00    0.00   257.0   -0.02
 147 24 2018    0.04    0.00    0.02    1.24    0.76    0.02    0.00    0.00   -1.24    0.01    0.00    0.00   258.2    0.00
 148 24 2018    0.96    0.00    0.00    0.93    0.11   -0.01    0.00    0.00    0.01    0.00    0.00    0.00   259.2    0.04
 149 24 2018    0.00    0.00    0.00    1.11    0.37   -0.01    0.00    0.00   -1.11    0.00    0.00    0.00   260.3    0.00
 150 24 2018    0.00    0.00    0.00    0.75    0.32    0.00    0.00    0.00   -0.75    0.00    0.00    0.00   261.0    0.00
 151 24 2018    0.00    0.00    0.00    0.55    0.25   -0.01    0.00    0.00   -0.55    0.00    0.00    0.00   261.6    0.01
 152 24 2018    0.00    0.00    0.00    0.53    0.18    0.00    0.00    0.00   -0.51    0.00    0.00    0.00   262.1   -0.02
 153 24 2018    0.00    0.00    0.00    0.33    0.11    0.02    0.00    0.00   -0.36    0.00    0.00    0.00   262.4    0.01
 154 24 2018    0.00    0.00    0.00    0.20    0.05   -0.01    0.00    0.00   -0.20    0.00    0.00    0.00   262.7    0.00
 155 24 2018    0.00    0.00    0.00    0.38    0.09    0.00    0.00    0.00   -0.37    0.00    0.00    0.00   263.0   -0.01
 156 24 2018    0.00    0.00    0.00    0.26    0.04    0.00    0.00    0.00   -0.28    0.00    0.00    0.00   263.3    0.01
 157 24 2018    0.00    0.00    0.00    0.14    0.00    0.01    0.00    0.00   -0.18    0.00    0.00    0.00   263.4    0.02
 158 24 2018    0.00    0.00    0.00    0.26    0.00   -0.02    0.00    0.00   -0.24    0.00    0.00    0.00   263.7    0.00
 159 24 2018    0.00    0.00    0.00    0.18    0.00    0.01    0.00    0.00   -0.18    0.00    0.00    0.00   263.9   -0.01
 160 24 2018    0.00    0.00    0.00    0.21    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00   264.1    0.00
 161 24 2018    0.00    0.00    0.00    0.20    0.01    0.01    0.00    0.00   -0.23    0.00    0.00    0.00   264.3    0.02
 162 24 2018    0.00    0.00    0.00    0.24    0.01   -0.01    0.00    0.00   -0.22    0.00    0.00    0.00   264.5   -0.01
 163 24 2018    0.00    0.00    0.00    0.07    0.00    0.02    0.00    0.00   -0.12    0.00    0.00    0.00   264.6    0.02
 164 24 2018    0.00    0.00    0.00    0.15    0.00   -0.01    0.00    0.00   -0.14    0.00    0.00    0.00   264.7    0.00
 165 24 2018    0.04    0.00    0.02    0.16    0.00   -0.01    0.00    0.00   -0.13    0.00    0.00    0.00   264.9   -0.01
 166 24 2018    1.04    0.00    0.03    0.83    0.00    0.04    0.00    0.00    0.15    0.00    0.00    0.00   265.7    0.00
 167 24 2018    3.08    0.00    0.50    1.35    0.00    0.00    0.00    0.00    1.26    0.00    0.00    0.00   267.1    0.00
 168 24 2018   26.83    0.00    2.99    0.93    0.00   -0.01    0.00    0.00   23.42    0.00    0.00    0.00   268.0    0.00
 169 24 2018    0.13    0.00    0.05    4.11    0.12    0.01    0.00    0.00   -1.02    0.01    0.00    0.00   272.1   -0.03
 170 24 2018    2.88    0.00    0.23    2.10    0.64    0.00    0.00    0.00    0.54    0.05    0.00    0.00   274.2    0.01
 171 24 2018    0.00    0.00    0.00    2.79    1.88    0.00    0.00    0.00   -2.62    0.07    0.00    0.00   277.0   -0.01
 172 24 2018    0.00    0.00    0.00    5.25    3.72    0.01    0.00    0.00   -5.31    0.05    0.00    0.00   282.2    0.01
 173 24 2018    0.00    0.00    0.00    7.09    4.76   -0.02    0.00    0.00   -7.10    0.02    0.00    0.00   289.3    0.01
 174 24 2018    0.17    0.00    0.06    2.60    1.65    0.00    0.00    0.00   -2.53    0.01    0.00    0.00   291.9    0.03
 175 24 2018    3.83    0.00    0.00    2.63    0.28    0.00    0.00    0.00    1.23    0.01    0.00    0.00   294.6    0.03
 176 24 2018    0.00    0.00    0.00    2.82    1.68   -0.01    0.00    0.00   -2.81    0.01    0.00    0.00   297.4   -0.01
 177 24 2018    0.00    0.00    0.00    1.04    0.58   -0.01    0.00    0.00   -1.04    0.01    0.00    0.00   298.4    0.01
 178 24 2018    0.00    0.00    0.00    0.63    0.31    0.00    0.00    0.00   -0.64    0.01    0.00    0.00   299.1    0.00
 179 24 2018    0.00    0.00    0.00    0.55    0.21   -0.01    0.00    0.00   -0.54    0.01    0.00    0.00   299.6   -0.01
 180 24 2018    0.04    0.00    0.02    0.35    0.11    0.03    0.00    0.00   -0.36    0.01    0.00    0.00   300.0    0.01
 181 24 2018    0.96    0.00    0.00    0.80    0.00    0.00    0.00    0.00    0.13    0.00    0.00    0.00   300.8    0.03
 182 24 2018    0.00    0.00    0.00    0.60    0.09   -0.01    0.00    0.00   -0.56    0.00    0.00    0.00   301.4   -0.04
 183 24 2018    0.00    0.00    0.00    0.40    0.07   -0.01    0.00    0.00   -0.37    0.00    0.00    0.00   301.8   -0.02
 184 24 2018    0.00    0.00    0.00    0.17    0.01    0.00    0.00    0.00   -0.20    0.00    0.00    0.00   301.9    0.02
 185 24 2018    0.00    0.00    0.00    0.07    0.00    0.03    0.00    0.00   -0.13    0.00    0.00    0.00   302.0    0.02
 186 24 2018    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00   302.1    0.02
 187 24 2018    0.29    0.00    0.11    0.18    0.01   -0.01    0.00    0.00    0.00    0.00    0.00    0.00   302.3    0.02
 188 24 2018    6.71    0.00    0.50    3.23    0.29    0.02    0.00    0.00    3.05    0.00    0.00    0.00   305.5    0.01
 189 24 2018    0.00    0.00    0.00    2.63    1.20    0.00    0.00    0.00   -2.17    0.00    0.00    0.00   308.1    0.03
 190 24 2018    0.00    0.00    0.00    0.67    0.24   -0.03    0.00    0.00   -0.66    0.00    0.00    0.00   308.8    0.01
 191 24 2018    0.00    0.00    0.00    0.45    0.13   -0.02    0.00    0.00   -0.47    0.00    0.00    0.00   309.2    0.04
 192 24 2018    0.08    0.00    0.03    0.27    0.04    0.02    0.00    0.00   -0.28    0.00    0.00    0.00   309.5    0.04
 193 24 2018    2.00    0.00    0.03    1.33    0.00    0.02    0.00    0.00    0.63    0.00    0.00    0.00   310.8    0.02
 194 24 2018    1.92    0.00    0.00    1.85    0.01   -0.01    0.00    0.00    0.08    0.00    0.00    0.00   312.7    0.02
 195 24 2018    0.50    0.00    0.18    0.65    0.05    0.00    0.00    0.00   -0.35    0.00    0.00    0.00   313.3    0.02
 196 24 2018   11.58    0.00    3.00    1.50    0.00    0.00    0.00    0.00    7.27    0.00    0.00    0.00   314.8   -0.01
 197 24 2018    1.92    0.00    0.07    5.12    0.64    0.01    0.00    0.00   -0.26    0.00    0.00    0.00   319.9   -0.02
 198 24 2018    0.00    0.00    0.00    4.02    2.70   -0.02    0.00    0.00   -3.92    0.00    0.00    0.00   324.0   -0.01
 199 24 2018    0.00    0.00    0.00    1.80    0.88    0.00    0.00    0.00   -1.81    0.00    0.00    0.00   325.8    0.00
 200 24 2018    0.00    0.00    0.00    0.78    0.35   -0.01    0.00    0.00   -0.79    0.00    0.00    0.00   326.5    0.01
 201 24 2018    0.04    0.00    0.02    0.41    0.14    0.00    0.00    0.00   -0.38    0.00    0.00    0.00   327.0    0.00
 202 24 2018    1.58    0.00    0.23    0.95    0.00    0.02    0.00    0.00    0.40    0.00    0.00    0.00   327.9   -0.01
 203 24 2018   14.88    0.00    2.09    4.97    0.76    0.02    0.00    0.00    8.01    0.00    0.00    0.00   332.9    0.01
 204 24 2018   11.50    0.00    3.00    1.69    0.00   -0.01    0.00    0.00    8.89    0.00    0.00    0.00   334.6    0.00
 205 24 2018    0.13    0.00    0.05    4.42    0.60    0.00    0.00    0.00   -1.32    0.00    0.00    0.00   339.0   -0.02
 206 24 2018    2.96    0.00    0.25    4.25    2.35    0.00    0.00    0.00   -1.54    0.00    0.00    0.00   343.2    0.03
 207 24 2018    1.96    0.00    0.09    3.84    2.05    0.00    0.00    0.00   -1.74    0.01    0.00    0.00   347.1    0.01
 208 24 2018    0.96    0.00    0.00    4.70    2.93   -0.01    0.00    0.00   -3.66    0.01    0.00    0.00   351.8    0.01
