
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
  24 24 2018    0.00    0.00    0.00    0.03    0.03    0.00   -0.01    0.00   -0.12    0.00    0.00    0.00    27.4    0.10
  25 24 2018    0.08    0.00    0.05    0.12    0.09    0.01   -0.03    0.00   -0.06    0.00    0.00    0.00    27.6    0.01
  26 24 2018    1.92    0.00    0.00    1.20    0.00   -0.01    0.85    0.00   -0.20    0.00    0.00    0.00    28.8    0.12
  27 24 2018    0.00    0.00    0.00    0.01    0.00    0.00    0.03    0.00   -0.06    0.00    0.00    0.00    28.8    0.02
  28 24 2018    0.00    0.00    0.00   -0.12    0.01    0.01    0.01    0.00   -0.03    0.00    0.00    0.00    28.6    0.13
  29 24 2018    0.00    0.00    0.00    0.07    0.06   -0.01   -0.04    0.00   -0.03    0.00    0.00    0.00    28.7    0.01
  30 24 2018    0.08    0.03    0.05    0.20    0.17    0.00   -0.12    0.00   -0.05    0.00    0.00    0.00    28.9   -0.01
  31 24 2018    2.33    0.02    0.25    1.25    0.02    0.01    0.85    0.00   -0.12    0.00    0.00    0.00    30.2    0.15
  32 24 2018    9.58    0.00    1.33    4.61    0.00    0.00    3.96    0.00   -0.03    0.00    0.00    0.00    34.8   -0.04
  33 24 2018    0.13    0.00    0.07    1.49    0.07    0.00    0.02    0.00   -0.10    0.00    0.00    0.00    36.3   -0.02
  34 24 2018    3.04    0.00    0.10    1.87    0.03    0.00    1.22    0.00   -0.13    0.00    0.00    0.00    38.1    0.05
  35 24 2018    4.25    0.00    0.25    2.39    0.02    0.00    1.73    0.00   -0.18    0.00    0.00    0.00    40.5    0.17
  36 24 2018    9.58    0.00    2.67    3.23    0.00   -0.01    3.95    0.00   -0.01    0.00    0.00    0.00    43.8   -0.01
  37 24 2018    0.00    0.00    0.00    2.73    0.01   -0.01   -0.01    0.00   -0.04    0.00    0.00    0.00    46.5   -0.01
  38 24 2018    0.00    0.00    0.00    0.00    0.03    0.01    0.00    0.00   -0.05    0.00    0.00    0.00    46.5    0.04
  39 24 2018    0.29    0.00    0.17    0.17    0.09    0.00    0.07    0.00   -0.07    0.00    0.00    0.00    46.7   -0.04
  40 24 2018    7.25    0.00    1.35    3.08    0.01    0.00    2.93    0.00   -0.01    0.00    0.00    0.00    49.7    0.07
  41 24 2018   12.50    0.00    5.67    1.32    0.00    0.00    6.89    0.00   -0.04    0.00    0.00    0.00    51.1    0.02
  42 24 2018    1.04    0.00    2.10    4.18    0.00    0.00    0.49    0.00   -0.03    0.00    0.00    0.00    55.2   -0.01
  43 24 2018    1.92    0.00    2.05    1.15    0.00    0.01    0.82    0.00   -0.02    0.00    0.00    0.00    56.4    0.00
  44 24 2018    0.00    0.00    0.00    2.12    0.02    0.00    0.00    0.00   -0.05    0.00    0.00    0.00    58.5    0.00
  45 24 2018    0.00    0.00    0.00    0.09    0.13    0.00   -0.04    0.00   -0.12    0.00    0.00    0.00    58.6    0.07
  46 24 2018    0.00    0.00    0.00    0.13    0.04    0.00   -0.04    0.00   -0.06    0.00    0.00    0.00    58.7   -0.03
  47 24 2018    0.00    0.00    0.00    0.10    0.04   -0.01   -0.02    0.00   -0.07    0.00    0.00    0.00    58.8    0.00
  48 24 2018    0.00    0.00    0.00    0.06    0.04    0.00   -0.02    0.00   -0.05    0.00    0.00    0.00    58.9    0.02
  49 24 2018    0.00    0.03    0.00    0.22    0.19    0.01   -0.14    0.00   -0.09    0.00    0.00    0.00    59.1    0.01
  50 24 2018    0.00    0.00    0.00    0.17    0.07   -0.01   -0.02    0.00   -0.10    0.00    0.00    0.00    59.3   -0.04
  51 24 2018    0.00    0.00    0.00    0.08    0.00    0.00    0.01    0.00   -0.06    0.00    0.00    0.00    59.4   -0.02
  52 24 2018    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    59.4   -0.01
  53 24 2018    0.25    0.00    0.15    0.06    0.00    0.00    0.08    0.00   -0.03    0.00    0.00    0.00    59.5    0.00
  54 24 2018    5.79    0.00    1.38    2.18    0.00    0.00    2.41    0.00   -0.16    0.00    0.00    0.00    61.6    0.13
  55 24 2018    1.00    0.00    0.02    1.97    0.00    0.00    0.43    0.00   -0.03    0.00    0.00    0.00    63.6   -0.01
  56 24 2018    0.96    0.00    0.00    0.64    0.00    0.00    0.38    0.00   -0.03    0.00    0.00    0.00    64.3    0.00
  57 24 2018    0.00    0.00    0.00    0.07    0.01    0.00   -0.04    0.00   -0.08    0.00    0.00    0.00    64.3    0.05
  58 24 2018    0.04    0.00    0.02    0.07    0.02    0.00   -0.04    0.00    0.00    0.00    0.00    0.00    64.4    0.00
  59 24 2018    0.96    0.00    0.11    0.50    0.01    0.01    0.38    0.00   -0.31    0.00    0.00    0.00    64.9    0.30
  60 24 2018    0.00    0.00    0.00    0.15    0.03    0.00   -0.06    0.00    0.01    0.00    0.00    0.00    65.0    0.01
  61 24 2018    0.00    0.29    0.00    0.37    0.24    0.00   -0.40    0.00    0.14    0.00    0.00    0.00    65.4   -0.10
  62 24 2018    0.00    2.90    0.00    1.31    1.24    0.00   -2.95    0.00    1.69    0.00    0.00    0.00    66.7   -0.05
  63 24 2018    0.00    2.28    0.00    1.69    1.52    0.00   -2.41    0.00    0.76    0.00    0.00    0.00    68.4   -0.03
  64 24 2018    0.08    0.00    0.05    0.16    0.00    0.00   -0.07    0.00   -0.04    0.00    0.00    0.00    68.6   -0.01
  65 24 2018    1.92    0.00    0.00    1.35    0.00    0.00    0.69    0.00   -0.35    0.00    0.00    0.00    69.9    0.29
  66 24 2018    0.00    0.00    0.00    0.13    0.09    0.00   -0.04    0.00   -0.19    0.00    0.00    0.00    70.1    0.09
  67 24 2018    0.17    0.31    0.10    0.56    0.53    0.01   -0.36    0.00   -0.16    0.00    0.00    0.00    70.6    0.03
  68 24 2018    3.88    1.08    0.30    2.64    0.50    0.01    0.43    0.00    0.50    0.00    0.00    0.00    73.3    0.10
  69 24 2018    0.96    0.00    0.00    0.90    0.01   -0.01    0.38    0.00   -0.26    0.00    0.00    0.00    74.2    0.25
  70 24 2018    0.00    0.17    0.00    0.32    0.27    0.00   -0.23    0.00   -0.20    0.00    0.00    0.00    74.5    0.11
  71 24 2018    0.00    0.26    0.00    0.29    0.23    0.00   -0.33    0.00    0.08    0.00    0.00    0.00    74.8   -0.04
  72 24 2018    0.00    1.11    0.00    0.79    0.72    0.00   -1.15    0.00    0.42    0.00    0.00    0.00    75.6   -0.06
  73 24 2018    0.08    6.98    0.05    1.88    1.85    0.00   -6.96    0.00    5.12    0.00    0.00    0.00    77.4   -0.01
  74 24 2018    1.92    0.48    0.00    2.28    1.05    0.00    0.23    0.00   -0.56    0.00    0.00    0.00    79.7    0.03
  75 24 2018    0.00    0.91    0.00    1.73    1.29   -0.01   -1.26    0.00   -0.38    0.00    0.00    0.00    81.4   -0.09
  76 24 2018    0.21    7.16    0.12    2.22    2.10    0.00   -7.11    0.00    3.11    0.00    0.00    1.91    83.7   -0.04
  77 24 2018    4.79    0.70    0.70    2.65    0.39    0.00    1.24    0.00   -0.19    0.00    0.00    2.38    86.3    0.04
  78 24 2018    0.04    0.22    0.02    1.42    0.56    0.00   -0.30    0.00   -0.06    0.00    0.00    2.08    87.7   -0.04
  79 24 2018    0.96    0.00    0.00    0.79    0.02    0.00    0.28    0.00   -0.04    0.00    0.00    2.07    88.5   -0.03
  80 24 2018    0.04    4.19    0.02    2.21    2.14    0.01   -4.21    0.00    0.08    0.00    0.00    4.07    90.7   -0.05
  81 24 2018    1.21    6.90    0.15    3.57    2.98    0.01   -6.44    0.00    0.18    0.00    0.00    7.78    94.3    0.06
  82 24 2018    5.75    4.69    0.21    5.07    1.63    0.00   -2.36    0.00    0.09    0.00    0.00   10.66    99.4    0.02
  83 24 2018    0.04    3.30    0.02    3.16    2.85   -0.01   -3.22    0.00    0.07    0.00    0.00   10.95   102.5   -0.06
  84 24 2018    1.38    1.10    0.40    3.32    2.78    0.01   -0.65    0.00    0.30    0.00    0.00    8.78   105.9    0.21
  85 24 2018    9.67    2.01    2.35    4.08    0.26   -0.01    2.85    0.00   -0.25    0.00    0.00    9.82   109.9   -0.01
  86 24 2018    2.21    0.00    0.17    3.52    0.00   -0.01    1.03    0.00   -0.14    0.00    0.00    9.80   113.5    0.01
  87 24 2018    6.79    0.00    1.33    2.93    0.06    0.01    2.82    0.00   -0.36    0.00    0.00    9.79   116.4    0.26
  88 24 2018    1.92    0.00    0.00    2.50    0.02    0.00    0.86    0.00   -0.10    0.00    0.00    9.77   118.9    0.00
  89 24 2018    0.00    0.84    0.00    1.42    1.43    0.00   -0.92    0.00   -0.15    0.00    0.00    9.38   120.3    0.04
  90 24 2018    0.29    3.00    0.17    2.66    2.58    0.00   -2.91    0.00    0.16    0.00    0.00    9.67   123.0   -0.08
  91 24 2018    6.83    4.36    0.07    7.69    3.45   -0.01   -1.61    0.00    0.32    0.00    0.00   10.22   130.7    0.00
  92 24 2018    2.88    1.49    0.00    7.77    5.60    0.01   -2.13    0.00    7.11    0.04    0.00    0.20   138.4    0.16
  93 24 2018    0.00    0.00    0.00    3.51    2.42   -0.02    0.00    0.00   -3.75    0.30    0.00    0.20   141.9   -0.04
  94 24 2018    0.00    0.00    0.00    3.83    2.99    0.01    0.00    0.00   -3.82    0.18    0.00    0.00   145.8    0.00
  95 24 2018    0.67    0.27    0.40    1.78    1.50    0.01    0.00    0.00   -1.89    0.10    0.00    0.27   147.5    0.00
  96 24 2018   15.58    0.00    5.93    0.50    0.00    0.00    9.92    0.00   -0.18    0.06    0.00    0.00   148.0    0.02
  97 24 2018    6.21    1.23    5.14    3.03    0.00    0.01    2.63    0.00    1.29    0.04    0.00    0.00   151.1    0.01
  98 24 2018   10.67    1.65    4.57    5.76    0.00   -0.02    3.85    0.00    1.62    0.03    0.00    0.00   156.8   -0.01
  99 24 2018    2.88    2.56    0.00    6.28    0.00    0.00   -1.33    0.00    2.49    0.02    0.00    0.00   163.1   -0.01
 100 24 2018    0.00    4.03    0.00    4.84    4.77   -0.01   -4.06    0.00   -0.75    0.01    0.00    0.00   167.9   -0.04
 101 24 2018    0.04    9.31    0.02    6.88    6.82    0.00   -9.27    0.00    2.45    0.01    0.00    0.00   174.8   -0.05
 102 24 2018    0.96    2.27    0.00    8.45    7.20    0.01   -1.74    0.00   -5.76    0.01    0.00    0.08   183.3   -0.07
 103 24 2018    0.04    0.02    0.02    1.05    0.31   -0.01    0.00    0.00   -0.94    0.01    0.00    0.02   184.3   -0.03
 104 24 2018    1.00    1.67    0.04    2.41    1.18    0.01    0.00    0.00   -1.89    0.01    0.00    0.12   186.7    0.34
 105 24 2018    0.96    1.74    0.03    3.18    1.93    0.00    0.00    0.00   -2.70    0.01    0.00    0.07   189.9    0.54
 106 24 2018    0.13    0.00    0.07    2.60    1.90   -0.01    0.00    0.00   -2.38    0.00    0.00    0.00   192.5   -0.07
 107 24 2018    2.88    2.39    0.00    3.51    1.17    0.00    0.52    0.00   -1.20    0.00    0.00    0.00   196.0    0.12
 108 24 2018    0.00    0.59    0.00    2.04    1.48    0.00   -0.52    0.00   -1.51    0.00    0.00    0.00   198.1   -0.02
 109 24 2018    0.25    0.10    0.15    1.30    0.71    0.01    0.00    0.00   -1.30    0.00    0.00    0.10   199.4   -0.01
 110 24 2018    5.96    3.08    2.07    1.62    0.00    0.00    0.99    0.00    1.50    0.00    0.00    0.00   201.0    0.01
 111 24 2018    4.79    0.00    1.84    3.06    0.00    0.01    2.05    0.00   -0.11    0.00    0.00    0.00   204.1    0.00
 112 24 2018    0.04    3.08    0.02    4.57    2.68    0.00   -3.05    0.00    0.35    0.00    0.00    0.02   208.6   -0.02
 113 24 2018    1.50    0.71    0.42    3.01    1.88    0.00    0.00    0.00   -2.19    0.00    0.00    0.22   211.6    0.08
 114 24 2018   12.46    0.44    5.92    0.41    0.00   -0.01    6.91    0.00   -0.16    0.00    0.00    0.00   212.1    0.01
 115 24 2018    0.00    4.25    0.00    6.51    0.56    0.00   -4.18    0.00    3.61    0.00    0.00    0.00   218.6   -0.02
 116 24 2018    0.00    1.87    0.00    3.05    2.95    0.00   -2.74    0.00   -0.28    0.00    0.00    0.00   221.6   -0.03
 117 24 2018    0.00    0.00    0.00    4.46    3.81    0.00    0.00    0.00   -4.44    0.00    0.00    0.00   226.1   -0.03
 118 24 2018    0.00    0.00    0.00    1.88    1.24    0.01    0.00    0.00   -1.89    0.00    0.00    0.00   228.0    0.00
 119 24 2018    0.00    0.00    0.00    1.43    0.93   -0.01    0.00    0.00   -1.39    0.00    0.00    0.00   229.4   -0.03
 120 24 2018    0.08    0.03    0.05    1.23    0.97    0.01    0.00    0.00   -1.26    0.00    0.00    0.00   230.6    0.06
 121 24 2018    2.75    0.79    0.79    1.44    0.31    0.00    0.00    0.00   -0.12    0.00    0.00    0.27   232.1    0.42
 122 24 2018   20.21    1.14    5.93    0.19    0.00    0.00   14.09    0.00    1.05    0.00    0.00    0.00   232.3   -0.01
 123 24 2018   23.96    4.82    5.83    0.38    0.00    0.00   18.89    0.00    4.80    0.00    0.00    0.00   232.6    0.00
 124 24 2018    0.00    3.66    0.00    5.81    0.00    0.00   -3.65    0.00    3.66    0.00    0.00    0.00   238.5    0.01
 125 24 2018    0.00    9.56    0.00    5.63    5.60    0.00   -9.55    0.00    3.96    0.00    0.00    0.00   244.1   -0.04
 126 24 2018    0.00    9.29    0.00    3.89    3.89    0.00   -9.25    0.00    5.41    0.00    0.00    0.00   248.0   -0.05
 127 24 2018    0.00    9.34    0.00    5.20    5.16    0.00  -10.53    0.00    5.61    0.00    0.00    0.00   253.2   -0.28
 128 24 2018    0.00    0.00    0.00    6.94    6.23    0.00    0.00    0.00   -6.98    0.00    0.00    0.00   260.1    0.04
 129 24 2018    0.00    0.00    0.00    6.35    5.69    0.00    0.00    0.00   -6.29    0.00    0.00    0.00   266.5   -0.06
 130 24 2018    0.04    0.00    0.02    6.67    6.02    0.01    0.00    0.00   -6.68    0.00    0.00    0.00   273.1    0.02
 131 24 2018    1.04    0.03    0.20    3.98    3.26    0.00    0.00    0.00   -3.09    0.00    0.00    0.00   277.1   -0.02
 132 24 2018    2.38    0.03    0.69    2.46    1.15    0.00    0.00    0.00   -0.53    0.00    0.00    0.00   279.6   -0.04
 133 24 2018   10.58    0.95    4.59    2.54    0.00   -0.01    0.00    0.00    4.15    0.00    0.00    0.00   282.1    0.00
 134 24 2018    0.96    0.08    3.04    2.29    0.00    0.00    0.00    0.00    0.24    0.01    0.00    0.00   284.4   -0.02
 135 24 2018    0.00    0.00    0.00    4.34    0.85    0.00    0.00    0.00   -1.15    0.03    0.00    0.00   288.7   -0.17
 136 24 2018    0.00    0.00    0.00    6.37    5.64    0.00    0.00    0.00   -6.34    0.04    0.00    0.00   295.1   -0.07
 137 24 2018    0.04    0.00    0.02    6.62    5.62   -0.01    0.00    0.00   -6.53    0.03    0.00    0.00   301.7   -0.09
 138 24 2018    1.63    0.36    0.43    2.41    1.66    0.02    0.00    0.00   -1.32    0.03    0.00    0.00   304.1    0.09
 139 24 2018   15.42    2.15    5.98    0.87    0.00    0.00    4.14    0.00    4.84    0.01    0.00    0.00   305.0    0.00
 140 24 2018    1.92    5.20    4.38    2.38    0.00    0.00   -4.14    0.00    5.29    0.01    0.00    0.00   307.4   -0.02
 141 24 2018    0.04    0.02    0.02    6.32    1.45    0.00    0.00    0.00   -1.85    0.01    0.00    0.00   313.7   -0.08
 142 24 2018    0.96    0.08    0.00    5.69    4.59    0.01    0.00    0.00   -4.73    0.01    0.00    0.00   319.4    0.01
 143 24 2018    0.00    0.00    0.00    4.12    3.57    0.00    0.00    0.00   -4.12    0.01    0.00    0.00   323.5   -0.01
 144 24 2018    0.00    0.00    0.00    3.01    2.14   -0.01    0.00    0.00   -3.01    0.00    0.00    0.00   326.5    0.00
 145 24 2018    0.00    0.00    0.00    1.01    0.71    0.02    0.00    0.00   -1.05    0.00    0.00    0.00   327.5    0.02
 146 24 2018    0.00    0.00    0.00    0.80    0.44   -0.03    0.00    0.00   -0.76    0.00    0.00    0.00   328.3   -0.01
 147 24 2018    0.04    0.00    0.02    0.39    0.24    0.03    0.00    0.00   -0.41    0.00    0.00    0.00   328.7    0.01
 148 24 2018    0.96    0.00    0.01    0.79    0.00   -0.01    0.00    0.00    0.15    0.00    0.00    0.00   329.5    0.04
 149 24 2018    0.00    0.00    0.00    0.63    0.16   -0.01    0.00    0.00   -0.60    0.00    0.00    0.00   330.1   -0.01
 150 24 2018    0.00    0.00    0.00    0.53    0.18   -0.01    0.00    0.00   -0.48    0.00    0.00    0.00   330.7   -0.05
 151 24 2018    0.00    0.00    0.00    0.37    0.16   -0.01    0.00    0.00   -0.39    0.00    0.00    0.00   331.0    0.02
 152 24 2018    0.00    0.00    0.00    0.44    0.12    0.00    0.00    0.00   -0.39    0.00    0.00    0.00   331.5   -0.05
 153 24 2018    0.00    0.00    0.00    0.22    0.08    0.02    0.00    0.00   -0.27    0.00    0.00    0.00   331.7    0.02
 154 24 2018    0.00    0.00    0.00    0.17    0.04   -0.01    0.00    0.00   -0.15    0.00    0.00    0.00   331.9   -0.01
 155 24 2018    0.00    0.00    0.00    0.30    0.07    0.00    0.00    0.00   -0.29    0.00    0.00    0.00   332.2   -0.02
 156 24 2018    0.00    0.00    0.00    0.20    0.05    0.00    0.00    0.00   -0.23    0.00    0.00    0.00   332.4    0.02
 157 24 2018    0.00    0.00    0.00    0.08    0.01    0.01    0.00    0.00   -0.14    0.00    0.00    0.00   332.5    0.05
 158 24 2018    0.00    0.00    0.00    0.22    0.00   -0.02    0.00    0.00   -0.19    0.00    0.00    0.00   332.7    0.00
 159 24 2018    0.00    0.00    0.00    0.16    0.00    0.01    0.00    0.00   -0.14    0.00    0.00    0.00   332.8   -0.03
 160 24 2018    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.17    0.00    0.00    0.00   333.0   -0.01
 161 24 2018    0.00    0.00    0.00    0.14    0.00    0.01    0.00    0.00   -0.19    0.00    0.00    0.00   333.1    0.04
 162 24 2018    0.00    0.00    0.00    0.23    0.00   -0.01    0.00    0.00   -0.18    0.00    0.00    0.00   333.4   -0.04
 163 24 2018    0.00    0.00    0.00    0.03    0.00    0.02    0.00    0.00   -0.09    0.00    0.00    0.00   333.4    0.04
 164 24 2018    0.00    0.00    0.00    0.16    0.00   -0.01    0.00    0.00   -0.12    0.00    0.00    0.00   333.6   -0.03
 165 24 2018    0.04    0.00    0.02    0.17    0.00   -0.01    0.00    0.00   -0.12    0.00    0.00    0.00   333.7   -0.03
 166 24 2018    1.04    0.00    0.05    0.90    0.00    0.04    0.00    0.00    0.10    0.00    0.00    0.00   334.6   -0.03
 167 24 2018    3.08    0.00    0.87    1.40    0.00    0.00    0.00    0.00    0.84    0.00    0.00    0.00   336.0    0.02
 168 24 2018   26.83    0.00    5.99    1.09    0.00   -0.01    0.00    0.00   20.62    0.00    0.00    0.00   337.1    0.01
 169 24 2018    0.13    0.00    1.69    4.73    0.00    0.01    0.00    0.00   -0.43    0.00    0.00    0.00   341.8    0.11
 170 24 2018    2.88    0.00    0.79    2.86    0.00    0.00    0.00    0.00    0.89    0.01    0.00    0.00   344.7    0.01
 171 24 2018    0.00    0.00    0.00    3.66    2.46    0.00    0.00    0.00   -2.83    0.02    0.00    0.00   348.4   -0.06
 172 24 2018    0.00    0.00    0.00    6.51    5.57    0.01    0.00    0.00   -6.53    0.02    0.00    0.00   354.9   -0.01
 173 24 2018    0.00    0.00    0.00    5.23    3.92   -0.02    0.00    0.00   -5.22    0.01    0.00    0.00   360.1    0.01
 174 24 2018    0.17    0.00    0.10    1.42    1.02    0.00    0.00    0.00   -1.43    0.01    0.00    0.00   361.5    0.06
 175 24 2018    3.83    0.00    0.00    3.12    0.19    0.00    0.00    0.00    0.77    0.01    0.00    0.00   364.6    0.04
 176 24 2018    0.00    0.00    0.00    2.09    1.13   -0.02    0.00    0.00   -2.05    0.01    0.00    0.00   366.7   -0.02
 177 24 2018    0.00    0.00    0.00    0.84    0.46   -0.01    0.00    0.00   -0.83    0.01    0.00    0.00   367.6    0.00
 178 24 2018    0.00    0.00    0.00    0.53    0.27    0.00    0.00    0.00   -0.54    0.00    0.00    0.00   368.1   -0.01
 179 24 2018    0.00    0.00    0.00    0.51    0.19   -0.01    0.00    0.00   -0.47    0.00    0.00    0.00   368.6   -0.04
 180 24 2018    0.04    0.00    0.02    0.29    0.12    0.03    0.00    0.00   -0.32    0.00    0.00    0.00   368.9    0.02
 181 24 2018    0.96    0.00    0.00    0.86    0.00    0.00    0.00    0.00    0.10    0.00    0.00    0.00   369.8    0.02
 182 24 2018    0.00    0.00    0.00    0.51    0.09   -0.01    0.00    0.00   -0.47    0.00    0.00    0.00   370.3   -0.03
 183 24 2018    0.00    0.00    0.00    0.40    0.09   -0.01    0.00    0.00   -0.33    0.00    0.00    0.00   370.7   -0.06
 184 24 2018    0.00    0.00    0.00    0.15    0.04    0.00    0.00    0.00   -0.20    0.00    0.00    0.00   370.8    0.04
 185 24 2018    0.00    0.00    0.00    0.06    0.03    0.03    0.00    0.00   -0.12    0.00    0.00    0.00   370.9    0.03
 186 24 2018    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.08    0.00    0.00    0.00   370.9    0.05
 187 24 2018    0.29    0.00    0.17    0.20    0.02   -0.01    0.00    0.00   -0.06    0.00    0.00    0.00   371.1   -0.02
 188 24 2018    6.71    0.00    0.92    4.16    0.26    0.02    0.00    0.00    1.79    0.00    0.00    0.00   375.3   -0.02
 189 24 2018    0.00    0.00    0.00    2.27    0.60    0.00    0.00    0.00   -1.37    0.00    0.00    0.00   377.6    0.01
 190 24 2018    0.00    0.00    0.00    0.47    0.13   -0.03    0.00    0.00   -0.46    0.00    0.00    0.00   378.0    0.01
 191 24 2018    0.00    0.00    0.00    0.28    0.08   -0.01    0.00    0.00   -0.35    0.00    0.00    0.00   378.3    0.08
 192 24 2018    0.08    0.00    0.05    0.18    0.04    0.02    0.00    0.00   -0.23    0.00    0.00    0.00   378.5    0.07
 193 24 2018    2.00    0.00    0.05    1.49    0.00    0.02    0.00    0.00    0.45    0.00    0.00    0.00   380.0    0.03
 194 24 2018    1.92    0.00    0.06    1.89    0.00   -0.01    0.00    0.00    0.03    0.00    0.00    0.00   381.9   -0.01
 195 24 2018    0.50    0.00    0.30    0.51    0.03    0.00    0.00    0.00   -0.32    0.00    0.00    0.00   382.4    0.07
 196 24 2018   11.58    0.00    5.55    1.74    0.00    0.00    0.00    0.00    4.57    0.00    0.00    0.00   384.1    0.00
 197 24 2018    1.92    0.00    1.27    5.87    0.00    0.01    0.00    0.00    0.34    0.00    0.00    0.00   390.0   -0.02
 198 24 2018    0.00    0.00    0.00    4.27    2.15   -0.02    0.00    0.00   -2.96    0.00    0.00    0.00   394.3   -0.02
 199 24 2018    0.00    0.00    0.00    1.13    0.53    0.00    0.00    0.00   -1.13    0.00    0.00    0.00   395.4    0.00
 200 24 2018    0.00    0.00    0.00    0.59    0.26   -0.01    0.00    0.00   -0.60    0.00    0.00    0.00   396.0    0.01
 201 24 2018    0.04    0.00    0.02    0.36    0.11    0.00    0.00    0.00   -0.31    0.00    0.00    0.00   396.3   -0.03
 202 24 2018    1.58    0.00    0.37    1.00    0.00    0.02    0.00    0.00    0.25    0.00    0.00    0.00   397.3   -0.04
 203 24 2018   14.88    0.00    3.61    6.86    1.00    0.02    0.00    0.00    4.72    0.00    0.00    0.00   404.2    0.04
 204 24 2018   11.50    0.00    6.00    1.99    0.00   -0.01    0.00    0.00    7.12    0.00    0.00    0.00   406.2   -0.01
 205 24 2018    0.13    0.00    0.86    5.53    0.00    0.00    0.00    0.00   -0.32    0.00    0.00    0.00   411.7    0.05
 206 24 2018    2.96    0.00    0.47    6.71    3.93    0.00    0.00    0.00   -3.36    0.00    0.00    0.00   418.4    0.00
 207 24 2018    1.96    0.00    0.20    4.73    2.78    0.00    0.00    0.00   -2.48    0.00    0.00    0.00   423.1   -0.03
