
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
  92 24 2018    2.88   13.79    0.00    4.82    3.64    0.00  -11.91    0.00    0.33    0.00    9.62   19.72    86.4    0.02
  93 24 2018    0.00    1.30    0.00    2.18    1.40   -0.01   -1.62    0.00   -0.23    0.00    0.13   19.29    88.6   -0.02
  94 24 2018    0.00    1.07    0.00    3.45    2.60    0.01   -1.01    0.00    0.26    0.00    0.00   16.57    92.0    0.01
  95 24 2018    0.67    0.41    0.25    2.15    1.87    0.01    0.00    0.00    3.26    0.00    0.00   11.55    94.2    0.01
  96 24 2018   15.58    0.00    2.95    0.48    0.00    0.00   13.03    0.00    0.50    0.00    0.00   10.43    94.7    0.00
  97 24 2018    6.21    1.99    2.21    2.20    0.00    0.01    2.70    0.00    0.46    0.00    0.00   12.01    96.9    0.01
  98 24 2018   10.67    1.92    1.78    4.01    0.00   -0.02    5.20    0.00    0.02    0.00    0.00   13.89   100.9   -0.01
  99 24 2018    2.88    2.80    0.00    3.88    1.02    0.00   -0.97    0.00   -0.06    0.00    0.00   15.69   104.8    0.00
 100 24 2018    0.00    4.60    0.00    2.98    2.96    0.00   -4.61    0.00   -0.29    0.00    0.00   17.63   107.8   -0.01
 101 24 2018    0.04    9.30    0.02    4.43    4.38    0.00   -9.27    0.00    0.52    0.00    2.33   19.67   112.2   -0.04
 102 24 2018    0.96    6.86    0.00    5.41    4.40    0.01   -6.08    0.00   -0.03    0.01    3.89   17.56   117.6   -0.12
 103 24 2018    0.04    0.16    0.02    1.39    0.19   -0.01    0.00    0.00    0.04    0.01    0.00   16.19   119.0   -0.03
 104 24 2018    1.00    3.86    0.02    3.19    1.76    0.01    0.00    0.00    0.83    0.01    0.00   13.14   122.2    0.02
 105 24 2018    0.96    2.62    0.00    4.11    2.85    0.00    0.00    0.00    0.00    0.02    0.00   10.00   126.3   -0.01
 106 24 2018    0.13    0.00    0.05    3.79    3.04   -0.01    0.00    0.00    0.30    0.03    0.00    5.99   130.1   -0.03
 107 24 2018    2.88    1.86    0.00    3.65    1.66    0.00    0.75    0.00    0.06    0.03    0.00    4.42   133.7    0.00
 108 24 2018    0.00    0.42    0.00    3.00    2.44    0.00   -0.75    0.00   -0.37    0.01    0.00    2.53   136.7    0.01
 109 24 2018    0.25    0.16    0.09    3.17    2.50    0.01    0.00    0.00   -0.64    0.00    0.00    0.16   139.9   -0.01
 110 24 2018    5.96    1.91    1.08    1.28    0.00    0.00    2.87    0.00    1.41    0.00    0.00    0.00   141.2   -0.43
 111 24 2018    4.79    0.00    0.67    2.22    0.00    0.01    3.14    0.00   -0.17    0.00    0.00    0.00   143.4    0.00
 112 24 2018    0.04    4.58    0.02    2.64    1.95    0.00   -4.46    0.00    0.12    0.01    0.00    2.26   146.0    0.13
 113 24 2018    1.50    2.42    0.27    4.23    3.61    0.00   -1.54    0.00    0.38    0.01    0.00    0.39   150.3    0.04
 114 24 2018   12.46    0.00    2.94    0.33    0.00   -0.01   10.07    0.00   -0.24    0.01    0.00    0.00   150.6    0.01
 115 24 2018    0.00    3.55    0.00    4.28    1.32    0.00   -3.44    0.00    0.45    0.01    0.00    1.77   154.9   -0.13
 116 24 2018    0.00    4.31    0.00    1.94    1.90    0.00   -4.16    0.00    0.36    0.04    0.00    3.62   156.8   -0.03
 117 24 2018    0.00    2.58    0.00    3.35    3.13    0.00   -2.48    0.00   -0.06    0.07    0.00    2.75   160.2   -0.01
 118 24 2018    0.00    0.00    0.00    3.68    3.06    0.01    0.00    0.00   -2.55    1.63    0.00    0.00   163.8   -0.02
 119 24 2018    0.00    0.00    0.00    4.66    3.70   -0.01    0.00    0.00   -4.90    0.25    0.00    0.00   168.5    0.00
 120 24 2018    0.08    0.05    0.03    4.48    3.51    0.01    0.00    0.00   -4.56    0.11    0.00    0.00   173.0    0.01
 121 24 2018    2.75    1.34    0.49    1.90    0.92    0.00    0.00    0.00   -0.09    0.07    0.00    0.41   174.9    0.00
 122 24 2018   20.21    1.27    2.96    0.15    0.00    0.00   16.85    0.00    1.08    0.06    0.00    0.00   175.0    0.01
 123 24 2018   23.96    4.73    2.90    0.30    0.00    0.00   19.03    0.00    4.65    0.05    0.00    0.00   175.3    0.00
 124 24 2018    0.00    3.93    0.00    3.59    0.68    0.00   -3.92    0.00    3.22    0.05    0.00    0.00   178.9   -0.04
 125 24 2018    0.00   12.14    0.00    3.86    3.84    0.00  -12.12    0.00    3.21    1.36    0.00    0.00   182.8    3.68
 126 24 2018    0.00   12.32    0.00    2.99    2.99    0.00  -12.25    0.00    0.38    6.74    0.00    0.00   185.8    2.13
 127 24 2018    0.00    7.72    0.00    3.74    3.63    0.00   -7.58    0.00   -1.24    4.85    0.00    0.00   189.5    0.24
 128 24 2018    0.00    0.00    0.00    5.68    4.33    0.00    0.00    0.00   -5.98    0.33    0.00    0.00   195.2   -0.03
 129 24 2018    0.00    0.00    0.00    5.31    4.08    0.00    0.00    0.00   -5.53    0.17    0.00    0.00   200.5    0.04
 130 24 2018    0.04    0.00    0.02    5.85    4.47    0.01    0.00    0.00   -5.97    0.13    0.00    0.00   206.4    0.01
 131 24 2018    1.04    0.05    0.10    3.00    2.10    0.00    0.00    0.00   -2.16    0.10    0.00    0.00   209.4    0.01
 132 24 2018    2.38    0.05    0.42    1.98    0.70    0.00    0.00    0.00    0.00    0.09    0.00    0.00   211.3   -0.02
 133 24 2018   10.58    1.52    2.56    2.20    0.00   -0.01    0.00    0.00    6.17    0.07    0.00    0.00   213.5    0.01
 134 24 2018    0.96    0.13    1.27    2.01    0.00    0.00    0.00    0.00    0.16    0.08    0.00    0.00   215.5   -0.01
 135 24 2018    0.00    0.00    0.00    3.37    1.39    0.00    0.00    0.00   -2.72    0.66    0.00    0.00   218.9   -0.04
 136 24 2018    0.00    0.00    0.00    5.31    3.99    0.00    0.00    0.00   -5.66    0.40    0.00    0.00   224.2   -0.05
 137 24 2018    0.04    0.00    0.02    5.83    4.32   -0.01    0.00    0.00   -5.85    0.08    0.00    0.00   230.1   -0.03
 138 24 2018    1.63    0.54    0.26    2.26    1.38    0.02    0.00    0.00   -0.94    0.03    0.00    0.00   232.3    0.02
 139 24 2018   15.42    3.29    2.99    0.71    0.00    0.00    4.19    0.00    7.78    0.02    0.00    0.00   233.0    0.00
 140 24 2018    1.92    5.31    1.72    1.82    0.00    0.00   -4.19    0.00    5.36    0.19    0.00    0.00   234.8    0.00
 141 24 2018    0.04    0.03    0.02    5.05    2.23    0.00    0.00    0.00   -3.71    0.47    0.00    0.00   239.9   -0.06
 142 24 2018    0.96    0.13    0.00    4.31    2.90    0.01    0.00    0.00   -3.51    0.16    0.00    0.00   244.2    0.00
 143 24 2018    0.00    0.00    0.00    3.38    2.47    0.00    0.00    0.00   -3.44    0.06    0.00    0.00   247.6   -0.01
 144 24 2018    0.00    0.00    0.00    5.56    4.14   -0.01    0.00    0.00   -5.58    0.03    0.00    0.00   253.1    0.00
 145 24 2018    0.00    0.00    0.00    5.33    4.00    0.02    0.00    0.00   -5.39    0.01    0.00    0.00   258.5    0.02
 146 24 2018    0.00    0.00    0.00    2.54    1.52   -0.03    0.00    0.00   -2.51    0.01    0.00    0.00   261.0   -0.01
 147 24 2018    0.04    0.00    0.02    0.84    0.53    0.02    0.00    0.00   -0.85    0.01    0.00    0.00   261.9    0.00
 148 24 2018    0.96    0.00    0.00    0.94    0.06   -0.01    0.00    0.00    0.00    0.00    0.00    0.00   262.8    0.04
 149 24 2018    0.00    0.00    0.00    0.95    0.29   -0.01    0.00    0.00   -0.94    0.00    0.00    0.00   263.7    0.00
 150 24 2018    0.00    0.00    0.00    0.65    0.27    0.00    0.00    0.00   -0.65    0.00    0.00    0.00   264.4    0.00
 151 24 2018    0.00    0.00    0.00    0.55    0.23   -0.01    0.00    0.00   -0.54    0.00    0.00    0.00   264.9    0.00
 152 24 2018    0.00    0.00    0.00    0.51    0.15    0.00    0.00    0.00   -0.49    0.00    0.00    0.00   265.4   -0.02
 153 24 2018    0.00    0.00    0.00    0.31    0.09    0.02    0.00    0.00   -0.35    0.00    0.00    0.00   265.8    0.02
 154 24 2018    0.00    0.00    0.00    0.20    0.04   -0.01    0.00    0.00   -0.20    0.00    0.00    0.00   266.0    0.00
 155 24 2018    0.00    0.00    0.00    0.36    0.06    0.00    0.00    0.00   -0.34    0.00    0.00    0.00   266.3   -0.01
 156 24 2018    0.00    0.00    0.00    0.24    0.01    0.00    0.00    0.00   -0.26    0.00    0.00    0.00   266.6    0.01
 157 24 2018    0.00    0.00    0.00    0.16    0.00    0.01    0.00    0.00   -0.19    0.00    0.00    0.00   266.7    0.02
 158 24 2018    0.00    0.00    0.00    0.27    0.00   -0.02    0.00    0.00   -0.25    0.00    0.00    0.00   267.0    0.00
 159 24 2018    0.00    0.00    0.00    0.18    0.00    0.01    0.00    0.00   -0.18    0.00    0.00    0.00   267.2   -0.01
 160 24 2018    0.00    0.00    0.00    0.22    0.01    0.00    0.00    0.00   -0.22    0.00    0.00    0.00   267.4   -0.01
 161 24 2018    0.00    0.00    0.00    0.19    0.01    0.01    0.00    0.00   -0.22    0.00    0.00    0.00   267.6    0.02
 162 24 2018    0.00    0.00    0.00    0.22    0.00   -0.01    0.00    0.00   -0.20    0.00    0.00    0.00   267.8   -0.01
 163 24 2018    0.00    0.00    0.00    0.06    0.00    0.02    0.00    0.00   -0.12    0.00    0.00    0.00   267.9    0.02
 164 24 2018    0.00    0.00    0.00    0.15    0.00   -0.01    0.00    0.00   -0.14    0.00    0.00    0.00   268.0    0.00
 165 24 2018    0.04    0.00    0.02    0.16    0.00   -0.01    0.00    0.00   -0.13    0.00    0.00    0.00   268.2   -0.01
 166 24 2018    1.04    0.00    0.03    0.85    0.00    0.04    0.00    0.00    0.14    0.00    0.00    0.00   269.0    0.00
 167 24 2018    3.08    0.00    0.52    1.46    0.00    0.00    0.00    0.00    1.14    0.00    0.00    0.00   270.5   -0.01
 168 24 2018   26.83    0.00    2.99    0.98    0.00   -0.01    0.00    0.00   23.40    0.00    0.00    0.00   271.5    0.00
 169 24 2018    0.13    0.00    0.05    4.33    0.20    0.01    0.00    0.00   -1.27    0.01    0.00    0.00   275.8   -0.02
 170 24 2018    2.88    0.00    0.24    2.17    0.62    0.00    0.00    0.00    0.47    0.04    0.00    0.00   278.0    0.01
 171 24 2018    0.00    0.00    0.00    2.91    1.90    0.00    0.00    0.00   -2.71    0.06    0.00    0.00   280.9   -0.01
 172 24 2018    0.00    0.00    0.00    5.36    3.72    0.01    0.00    0.00   -5.42    0.04    0.00    0.00   286.2    0.01
 173 24 2018    0.00    0.00    0.00    6.75    4.49   -0.02    0.00    0.00   -6.77    0.02    0.00    0.00   293.0    0.02
 174 24 2018    0.17    0.00    0.06    2.31    1.42    0.00    0.00    0.00   -2.25    0.01    0.00    0.00   295.3    0.04
 175 24 2018    3.83    0.00    0.00    2.61    0.26    0.00    0.00    0.00    1.26    0.01    0.00    0.00   297.9    0.02
 176 24 2018    0.00    0.00    0.00    2.76    1.58   -0.01    0.00    0.00   -2.75    0.01    0.00    0.00   300.7   -0.01
 177 24 2018    0.00    0.00    0.00    1.02    0.56   -0.01    0.00    0.00   -1.03    0.01    0.00    0.00   301.7    0.01
 178 24 2018    0.00    0.00    0.00    0.64    0.31    0.00    0.00    0.00   -0.65    0.01    0.00    0.00   302.3    0.00
 179 24 2018    0.00    0.00    0.00    0.56    0.20   -0.01    0.00    0.00   -0.55    0.01    0.00    0.00   302.9   -0.01
 180 24 2018    0.04    0.00    0.02    0.33    0.08    0.03    0.00    0.00   -0.34    0.01    0.00    0.00   303.2    0.01
 181 24 2018    0.96    0.00    0.00    0.84    0.00    0.00    0.00    0.00    0.11    0.01    0.00    0.00   304.1    0.02
 182 24 2018    0.00    0.00    0.00    0.56    0.08   -0.01    0.00    0.00   -0.53    0.00    0.00    0.00   304.6   -0.03
 183 24 2018    0.00    0.00    0.00    0.38    0.05   -0.01    0.00    0.00   -0.34    0.00    0.00    0.00   305.0   -0.03
 184 24 2018    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.20    0.00    0.00    0.00   305.2    0.02
 185 24 2018    0.00    0.00    0.00    0.07    0.00    0.03    0.00    0.00   -0.13    0.00    0.00    0.00   305.3    0.02
 186 24 2018    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.12    0.00    0.00    0.00   305.3    0.06
 187 24 2018    0.29    0.00    0.11    0.19    0.00   -0.01    0.00    0.00   -0.01    0.00    0.00    0.00   305.5    0.01
 188 24 2018    6.71    0.00    0.53    3.53    0.28    0.02    0.00    0.00    2.73    0.00    0.00    0.00   309.0    0.00
 189 24 2018    0.00    0.00    0.00    2.49    0.98    0.00    0.00    0.00   -1.99    0.00    0.00    0.00   311.5    0.02
 190 24 2018    0.00    0.00    0.00    0.60    0.18   -0.03    0.00    0.00   -0.59    0.00    0.00    0.00   312.1    0.01
 191 24 2018    0.00    0.00    0.00    0.42    0.10   -0.02    0.00    0.00   -0.45    0.00    0.00    0.00   312.5    0.04
 192 24 2018    0.08    0.00    0.03    0.25    0.03    0.02    0.00    0.00   -0.26    0.00    0.00    0.00   312.8    0.04
 193 24 2018    2.00    0.00    0.03    1.40    0.00    0.02    0.00    0.00    0.55    0.00    0.00    0.00   314.2    0.02
 194 24 2018    1.92    0.00    0.01    1.90    0.00   -0.01    0.00    0.00    0.04    0.00    0.00    0.00   316.1    0.01
 195 24 2018    0.50    0.00    0.19    0.59    0.03    0.00    0.00    0.00   -0.30    0.00    0.00    0.00   316.7    0.02
 196 24 2018   11.58    0.00    3.00    1.49    0.00    0.00    0.00    0.00    7.25    0.00    0.00    0.00   318.2    0.03
 197 24 2018    1.92    0.00    0.08    5.28    0.62    0.01    0.00    0.00   -0.41    0.00    0.00    0.00   323.4   -0.05
 198 24 2018    0.00    0.00    0.00    4.07    2.62   -0.02    0.00    0.00   -3.96    0.00    0.00    0.00   327.5   -0.02
 199 24 2018    0.00    0.00    0.00    1.57    0.74    0.00    0.00    0.00   -1.58    0.00    0.00    0.00   329.1    0.00
 200 24 2018    0.00    0.00    0.00    0.76    0.33   -0.01    0.00    0.00   -0.77    0.00    0.00    0.00   329.8    0.01
 201 24 2018    0.04    0.00    0.02    0.41    0.13    0.00    0.00    0.00   -0.38    0.00    0.00    0.00   330.3    0.00
 202 24 2018    1.58    0.00    0.24    0.96    0.00    0.02    0.00    0.00    0.38    0.00    0.00    0.00   331.2   -0.01
 203 24 2018   14.88    0.00    2.20    4.97    0.63    0.02    0.00    0.00    7.87    0.00    0.00    0.00   336.2    0.05
 204 24 2018   11.50    0.00    3.00    2.05    0.00   -0.01    0.00    0.00    8.64    0.00    0.00    0.00   338.2    0.01
 205 24 2018    0.13    0.00    0.05    4.59    0.59    0.00    0.00    0.00   -1.51    0.00    0.00    0.00   342.8   -0.01
 206 24 2018    2.96    0.00    0.26    4.59    2.43    0.00    0.00    0.00   -1.89    0.01    0.00    0.00   347.4    0.03
 207 24 2018    1.96    0.00    0.09    4.03    2.08    0.00    0.00    0.00   -1.92    0.01    0.00    0.00   351.4    0.01
 208 24 2018    0.96    0.00    0.00    4.94    2.94   -0.01    0.00    0.00   -3.91    0.01    0.00    0.00   356.4    0.02
